DIS_CODE;SUBJECT;RESULT;AUTHOR;KEYWORDS;;;;;;;;;;;;;;;;;;;;;
06.6.6.110.20;Технологии информационного поиска;0;Даша;Информационный поиск, Инвертированный индекс, Фразовые запросы, Стемминг, Лемматизация, Нормализация терминов, Закон Ципфа, Морфологический анализ русского языка, Закон Хипса, Методы информационного поиска, Ранжирование результатов поиска, Алгоритм PageRank, Вероятностная модель информационного поиска, Оценка информационного поиска, Релевантность, Метрики качества информационного поиска;;;;;;;;;;;;;;;;;;;;;
06.6.6.111.20;Математическая лингвистика;0;Даша;Принципы математической лингвистики, Структура системы «язык», Типология языков, Методы исследования в лингвистике, Методы синхронического и диахронического исследования языка, Классификация языков, Индекс синтетичности, Квантитативная лингвистика, Лингвистические законы, Методы обработки статистических данных лингвистических исследований, Вероятностно-статистическое изучение языка, Статистическая модель текста, Вероятностные характеристики нормы языка, Автоматическая обработка текстов на естественном языке, Практические приложения математической лингвистики, Основы машинного перевода, Тезаурусы в задачах информационного поиска, Автореферирование, Аннотирование, Извлечение информации из текста, Информационно-поисковые языки;;;;;;;;;;;;;;;;;;;;;
06.6.6.112.20;Анализ культурных данных;0;Максим;Цели культурной аналитики, Объекты культурной аналитики, Культурные артефакты, Взаимодействие с цифровыми медиа, Онлайн-дискурс, Культурные данные, Культурная информация, Технологии исследования культурных данных, Методы анализа данных;;;;;;;;;;;;;;;;;;;;;
06.6.6.113.20;Математические модели исторических процессов;0;Максим;Клиометрика, Вековые циклы, Тысячелетние тренды, Мальтузианские ловушки, Моделирование социальной динамики, Математические модели субкультур, Демографическая динамика, Кондратьевские волны, Модели Мир-системы, Многомерный статистический анализ в исторических исследованиях;;;;;;;;;;;;;;;;;;;;;
06.6.6.114.20;Обработка и визуализация данных в психологии и социологии;0;Даша;Визуализация данных, Инфографика, Методы сбора данных, Способы представления информации, Характеристики качественной инфографики, Инфографика и сторителлинг, Онлайн ресурсы для создания инфографики, Языки программирования для визуализации данных, Библиотеки для визуализации данных, Методы предобработки данных, Визуализация во времени, Редактирование и корректировка диаграмм, Визуализация зависимостей, Создание тепловых карт, Интерактивная работа с данными;;;;;;;;;;;;;;;;;;;;;
06.6.6.12.18;Управление качеством разработки программного обеспечения;0;Максим;Модели зрелости (СММ), Жизненный цикл ПО, Критерии качества ПО, Обеспечение функциональности ПО, Обеспечение надежности ПО, Обеспечение легкости применения ПО, Обеспечение эффективности ПО, Обеспечение сопровождаемости ПО, Обеспечение мобильности ПО, Модели качества, Управление качеством проекта, Тестирование и отладка ПО, Сертификация ПО;;;;;;;;;;;;;;;;;;;;;
06.6.6.13.18;Метрология и требования стандартизации в мобильных и сетевых приложениях;0;Максим;Валидация требований к качеству обслуживания, Тестирование удобства использования мобильных приложений, Тестирование в облаке, Тестирование на основе эмуляции, Стандарты web-приложений, Кроссбраузерная совместимость, Стандарты мобильных приложений, Оценка качества безопасности мобильного приложения;;;;;;;;;;;;;;;;;;;;;
06.6.6.14.18;Проектирование мобильных и сетевых приложений;0;Максим;Процесс проектирования, Моделирование, Графическое представление проектируемых процессов, Проектная документация, Представление результатов проектирования;;;;;;;;;;;;;;;;;;;;;
06.6.6.15.18;Тестирование мобильных и сетевых приложений;0;Максим;Статический анализ кода, Уровни покрытия программного кода, Тестовое окружение, Регрессионное тестирование, Критерии выбора тестов, Разновидности тестирования, Система отслеживания ошибок, Методы создания автоматизированных тестов, Модели качества, Модели зрелости (СММ);;;;;;;;;;;;;;;;;;;;;
06.6.6.16.18;Разработка интерфейсов;0;Даша;Пользовательский опыт, Удобство использования, Паттерны поведения пользователей, Цель-ориентированное проектирование интерфейсов, Каркасы ключевых взаимодействий, Инструменты для создания макетов, Системы прототипирования, Компоновка элементов, Размещение компонентов формы на странице, Анализ путей следования пользователя, Компоненты ввода и отображения, Валидация и верификация, Библиотеки компонентов, Навигация, Уведомления о событиях, Переходы, Анимация;;;;;;;;;;;;;;;;;;;;;
06.6.6.2.18;Разработка мобильных приложений;0;Яна;Особенности Android, Создание пользовательских интерфейсов 2D-анимация, Использование служб в приложениях под Android, Введение в Android, Архитектура приложений для Android, Разработка Android-приложений, Оптимизация Android-приложений, Работа с Android Market, Инструменты для оптимизации Android-приложений, Инструменты для отладки Android-приложений;;;;;;;;;;;;;;;;;;;;;
06.6.6.21.18;Разработка приложений на Java;0;Яна;Синтаксические конструкции Java, Структура класса Java, Статические методы и переменные, Мутаторы, Конструктор класса, Наследование, Принципы объектно-ориентированного программирования, Инкапсуляция класса, Диаграмма классов, Абстрактный класс, Интерфейс, Перегружаемые и переопределяемые методы;;;;;;;;;;;;;;;;;;;;;
06.6.6.22.18;Системы управления базами данных;0;Даша;Язык структурированных запросов (SQL), Реализация работы с данными, Системы управления базами данных (СУБД), Основные команды SQL, Использование псевдонимов, Функции работы с датами, Управление данными, Теоретико-множественные операции, Использование реляционных операторов, Агрегатные функции, Создание подзапросов, Принципы проектирования БД, Язык манипулирования данными (DML), Синтаксис DML операторов, Добавление данных, Изменение данных, Удаление данных, Язык определения данных (DDL), Работа с объектами базы данных, Применение ограничений целостности, Техника формирования сложных запросов, Создание различного вида подзапросов, Многостолбцовые подзапросы, Связанные подзапросы, Использование скалярных подзапросов, Иерархические запросы, Неиерархические запросы;;;;;;;;;;;;;;;;;;;;;
06.6.6.24.18;Создание клиент-серверных приложений;0;Даша;Архитектура клиент-сервер, Защита данных, Целостность данных, Двухуровневая модель клиент-сервер, Системы управления базами данных (СУБД), Язык структурированных запросов (SQL), Разработка сервера управления данными, Разработка сервера приложений, Разработка клиентской части клиент-серверного приложения, Типы клиентов, Клиент в трёхуровневой архитектуре клиент-сервер, Разработка Internet-приложений, Технологии динамических гипертекстовых страниц, PHP, Perl, Построение распределенных систем;;;;;;;;;;;;;;;;;;;;;
06.6.6.25.18;Администрирование ОС Linux;0;Филипп;Сетевое администрирование, Протокол IP, Протокол UDP, Инструменты администрирования ОС Linux, Администрирование DNS, Администрирование FTP, Администрирование WEB-серверов, Администрирование сетевого шлюза в ОС Linux, Протокол TCP, Структура TCP-пакета, Telnet, Сетевая модель OSI, Семейство протоколов TCP/IP, Распределение прав доступа в Linux, Демоны Linux, Каталоги файловой системы Linux, Учетные записи в Linux, Операционная система Unix, Структура пакета IP, Структура IP-адреса, Маршрутизация, Структура полного адреса в протоколе UDP;;;;;;;;;;;;;;;;;;;;;
06.6.6.28.18;Введение в маршрутизацию на предприятии;0;Даша;Маршрутизатор, Коммутатор, Статическая маршрутизация, Динамическая маршрутизация, Протокол RIP, Протокол OSPF , Протокол EIGRP, Протокол BGP, Проектирование отказоустойчивых масштабируемых сетей, Протоколы резервирования основного шлюза;;;;;;;;;;;;;;;;;;;;;
06.6.6.29.18;Объектно-ориентированное программирование на Java;0;Света;Синтаксические конструкции Java, Структура класса Java, Статические методы и переменные, Мутаторы, Конструктор класса, Наследование, Принципы объектно-ориентированного программирования, Инкапсуляция класса, Диаграмма классов, Абстрактный класс, Интерфейс, Перегружаемые и переопределяемые методы;;;;;;;;;;;;;;;;;;;;;
06.6.6.3.18;Качество программного обеспечения;0;Максим;Модели зрелости (СММ), Жизненный цикл ПО, Критерии качества ПО, Обеспечение функциональности ПО, Обеспечение надежности ПО, Обеспечение легкости применения ПО, Обеспечение эффективности ПО, Обеспечение сопровождаемости ПО, Обеспечение мобильности ПО, Модели качества, Управление качеством проекта, Тестирование и отладка ПО, Сертификация ПО;;;;;;;;;;;;;;;;;;;;;
06.6.6.31.18;Основы автоматизированного проектирования;0;Света;3D моделирование, Autodesk Inventor, Построение типовых примитивов, Моделирование 3D-объектов, Создание чертежей 3D-объектов, Создание сборочного чертежа, Спецификации к сборочному чертежу;;;;;;;;;;;;;;;;;;;;;
06.6.6.34.18;Сетевое программирование;0;Света;Работа с базой данных на языке Java, JDBC-драйвер, Структура URL, Программирование сокетов, Cервер приложений JavaEE, Разработка web-приложений на языке Java, Протокол UDP, Этапы создания сервера TCP, Порядок разработки сервлета, Реализация управления сеансами, Жизненный цикл JSP-страниц;;;;;;;;;;;;;;;;;;;;;
06.6.6.36.18;Виртуализация сетевых функций;0;Света;Архитектура компьютерных сетей, Сетевой сервис, Сетевая функция, Сервисный путь, Стандарт Internet Engineering Task Force (IETF), Виртуальная сеть, Оркестрация виртуальных сетевых функций, Виртуальный ЦОД, Openstack, Инфраструктура как сервис;;;;;;;;;;;;;;;;;;;;;
06.6.6.37.18;Технологии IP-телефонии;0;Света;Сигнализация в VoIP-сетях, Протокол сигнализации H.323, Протокол SIP, Протокол SDP, Стадии обработки голосового трафика, Компоненты VoIP, Протокол RTP, Механизмы обеспечения QoS для VoIP, CUCM Express;;;;;;;;;;;;;;;;;;;;;
06.6.6.4.18;Методы оптимизации;0;Даша;Линейное программирование, Задачи транспортного типа, Задачи дискретного программирования, Динамическое программирование, Нелинейное программирование, Аналитические методы оптимизации, Критерии оптимальности, Численные методы оптимизации;;;;;;;;;;;;;;;;;;;;;
06.6.6.40.18;Теория информационной безопасности и методология защиты инфокоммуникаций;0;Света;Стратегия национальной безопасности, Управление доступом, Модели целостности информации, Методы анализа данных, Уязвимости, Угрозы информационной безопасности, Оценка рисков информационной безопасности, Принципы построения систем защиты информации, Методы информационных войн;;;;;;;;;;;;;;;;;;;;;
06.6.6.43.18;Безопасность Web-приложений;0;Яна;Разработка Web-приложений, Уязвимости веб-приложений, Атаки на веб-приложения, Инъекции, Недочеты системы аутентификации, Межсайтовый скриптинг XSS, Небезопасные прямые ссылка на объекты, Небезопасная конфигурация, Незащищенность критичных данных, HTML5, CSS, DOM, SQL;;;;;;;;;;;;;;;;;;;;;
06.6.6.49.18;Криптографические методы и средства обеспечения информационной безопасности инфокоммуникаций;0;Даша;Криптографическая защита информации, Симметричные криптосистемы, Криптосистемы на открытых ключах, Криптосистемы на эллиптических кривых, Методы обеспечения целостности данных, Криптографические хэш-функции, Методы обеспечения подлинности данных, Алгоритм RSA, Алгоритм Эль-Гамаль, Электронная подпись;;;;;;;;;;;;;;;;;;;;;
06.6.6.5.18;Глубокое обучение;0;Филипп;Модель нейрона, Функция ошибок, Градиентный спуск, Перекрёстная энтропия, Перцептрон, Функции активации, Регуляризация в нейронных сетях, Мини-батчи, Сверточные нейронные сети, Автокодировщики, Рекуррентные нейронные сети, Нейронные сети для обработки последовательностей, Современные архитектуры рекуррентных сетей, LSTM;;;;;;;;;;;;;;;;;;;;;
06.6.6.53.18;Антенно-фидерные устройства;0;Филипп;Теория антенн, Параметры антенны, Поле излучения элементарных излучателей, Идеальный линейный излучатель, Линейные системы источников излучения, Эквидистантная линейная антенная решетка, Неэквидистантные решетки, Уравнение Кирхгоффа, Метод зеркальных изображений, Сопротивление излучения, Синфазная горизонтальная диапазонная антенна, Частотно-независимые антенны, Антенны бегущей волны, Излучающие поверхности, Коэффициент использования поверхности антенны, Плоские фазированные антенные решетки;;;;;;;;;;;;;;;;;;;;;
06.6.6.54.18;Метрология и требования стандартизации в инфокоммуникационных системах;0;Даша;Методы измерений, Погрешности измерений, Математическая обработка результатов наблюдений, Средства измерений, Правовые основы обеспечения единства измерений, Основы технического регулирования и стандартизации, Измерительные генераторы, Измерение напряжения, Исследование формы электрических колебаний, Измерение частоты и временных интервалов;;;;;;;;;;;;;;;;;;;;;
06.6.6.55.18;Основы управления и эксплуатации сетей радиосвязи и радиодоступа;0;Даша;Оценка технического состояния сетей радиосвязи и радиодоступа, Техническая диагностика, Управления сетью беспроводного широкополосного радиодоступа, Протокол управления SNMP, Пуассоновский поток отказов, Оценка надежности средств связи, Жизненный цикл сложных технических систем, Средства анализа сетей радиосвязи;;;;;;;;;;;;;;;;;;;;;
06.6.6.57.18;Спутниковые системы связи;0;Света;Система космической связи, Спутник-ретранслятор, Земная станция, Структура космической системы передачи данных, Зона обслуживания системы связи, Пропускная способность космического аппарата, Зона покрытия космического аппарата, Диапазоны частот для спутниковой связи, Построение системы геостационарных спутников, Принципы построения ретрансляторов и земных станций, Типовая структура сети спутниковой связи, Топология сети связи, Классификация ретрансляторов, Способ разделения каналов связи, Подвижные спутнитковые системы связи, Система Инмарсат, Система Иридиум, Система Глобалстар, Перспективные спутниковые проекты, Спутниковые навигационные системы;;;;;;;;;;;;;;;;;;;;;
06.6.6.59.18;Электромагнитная совместимость систем радиосвязи и управление радиочастотным спектром;0;Яна;Радиочастотный спектр, Распределение полос радиочастот между радиослужбами, Контроль и надзор за использование радиоэлектронных средств гражданского назначения, Электромагнитная совместимость систем радиосвязи, Электромагнитная совместимость радиоэлектронных средств, Характеристики радиоприёмных устройств, Радиочастотная служба;;;;;;;;;;;;;;;;;;;;;
06.6.6.6.18;Системное администрирование;0;Даша;Физические среды передачи данных, Протоколы канального уровня, Виртуальные локальные сети, Агрегирование каналов, Протоколы сетевого уровня, Протоколы транспортного уровня, Сетевые экраны, Виртуальные приватные сети, Протоколы удалённого доступа и передачи файлов в unix системах, Распределённая система доменных имён, Протоколы и службы для обеспечения работы всемирной паутины, Почтовая служба, Передача голосового трафика через IP сети, Сети хранения данных;;;;;;;;;;;;;;;;;;;;;
06.6.6.60.18;Цифровые радиорелейные системы связи;0;Даша;Внутризоновые системы радиорелейной связи, Выделение полос частот для радиорелейных линий, Местные системы радиорелейной связи, Оборудование радиорелейных линий, Цифровые протоколы физического и канального уровней, Магистральные системы радиорелейной связи, Тропосферные системы радиорелейной связи, Проектирования объектов связи с использованием систем радиорелейной связи, Причины и разновидности замираний, Расчет показателей надежности связи радиорелейных линий;;;;;;;;;;;;;;;;;;;;;
06.6.6.61.18;Основы частотно-территориального планирования сетей радиосвязи;0;Света;Основы распространения радиоволн, Общая архитектура сетей радиосвязи, Физические основы распространения электромагнитных волн, Детерминированные модели распространения радиоволн, Стохастические модели распространения радиоволн, Геоинформационные системы в телекоммуникациях, Принципы построения и использования ГИС, Применение ГИС в телекоммуникационных системах, Методы частотно-территориального планирования систем радиосвязи, Специальное программное обеспечение ICS Telecom, Специальное программное обеспечение ONEPLAN RPLS;;;;;;;;;;;;;;;;;;;;;
06.6.6.62.18;Сети связи следующего поколения;0;Света;Архитектура сетей связи следующего поколения (СССП), Глобальная информационная инфраструктура, Инфокоммуникационная услуга, Требования к сетям связи, Сети связи общего пользования, Открытая сервисная архитектура, Транспортные протоколы для мультимедийных приложений, Протокол SIP, Каналы связи с множественным доступом, Процессы управления сетью, Программный коммутатор Softswitch, Концепция IP Multimedia Subsystem, Распределенная архитектура, Функции качества обслуживания (QoS), Концепция IMS;;;;;;;;;;;;;;;;;;;;;
06.6.6.63.18;Системы малого радиуса действия;0;Света;Частотное обеспечение, Малые локальные сети, Персональные беспроводные сети, Инфракрасный порт, Bluetooth, Технология WiGig (IEEE 802.11ad.), Семейство стандартов спецификации IEEE 802.11, Технология Zigbee, Классификация устройств UWB, Интерфейс Wireless USB, Частотный план UWB, Проектирование объектов связи;;;;;;;;;;;;;;;;;;;;;
06.6.6.64.18;Адаптивная пространственно-временная обработка сигналов;0;Филипп;Адаптивные антенны, Адаптивные антенны как особый класс антенных устройств, История развития адаптивных антенн, Пространственная фильтрация сигналов, Представление сигналов в адаптивных антеннах, Параметры и характеристики адаптивных антенных решеток, Критерии качества адаптации, Критерии оптимальности, Классификация критериев оптимальности, Классификация целевых функций, Критерий минимума среднеквадратической ошибки, Критерий максимума отношения сигнал, Критерий минимума мощности выходного сигнала, Методы адаптации, Классификация методов адаптивного поиска экстремумов стационарных целевых функций, Итерационные прямые методы адаптации, Градиентные методы адаптации, Параметрические методы адаптации, Алгоритмы адаптации, Классификация алгоритмов адаптации;Алгоритмы минимизации СКО, Алгоритмы максимизации ОСШП, Алгоритмы минимизации мощности помех и шумов;;;;;;;;;;;;;;;;;;;;
06.6.6.65.18;Особенности формирования языковых профессиональных компетенций;0;Максим;Языковая компетенция, Языковое образование, Лингвинистические компетенции, Коммуникативные компетенции, Культуроведческие компетенции;;;;;;;;;;;;;;;;;;;;;
06.6.6.66.18;Информационные технологии в языкознании;0;Максим;Языкознание, Научно-технический перевод, Проблема переводимости, Проблема оценки качества перевода;;;;;;;;;;;;;;;;;;;;;
06.6.6.67.18;Введение в теорию межкультурных коммуникаций;0;Максим;Основные формы коммуникации, Межкультурная коммуникация, Взаимодействие культур, Невербальная коммуникация, Политическая корректность, Глобализация культур;;;;;;;;;;;;;;;;;;;;;
06.6.6.68.18;Техничеcкая документация;0;Филипп;Документооборот, Характеристики документооборота, Требования к проектной документации, Документирование разработки программного обеспечения, Структура элементов документации на программные средства, Документирование в соответствии со стандартами, Формирование требований к ИС, Проектирование системной архитектуры, Методики описания системной архитектуры, Процессы проектирования, Архитектурные стили проектирования, Проектирование программной архитектуры;;;;;;;;;;;;;;;;;;;;;
06.6.6.69.18;Организация и управление бизнес -процессами;0;Света;Бизнес-процесс, Сложные организации, Внешняя и внутренняя среды организации, Управление в организациях, Управление группой, Коммуникации в организации, Управленческие решения, Процессный подход в управлении, Бизнес-процессы, Деловые процессы, Моделирование бизнес-процессов в организации, Реинжиниринг бизнес-процессов;;;;;;;;;;;;;;;;;;;;;
06.6.6.7.18;Язык Python для анализа данных;0;Света;Чтение данных из различных источников, Чтение данных разных форматов, Работа с API различных веб-ресурсов, Jupyter Notebook, Работа с библиотекой Pandas, Работа с библиотекой Numpy, Очистка данных, Визуализация данных с помощью Matplotlib, Построение интерактивных графиков с помощью библиотеки plotly, Библиотека scikit-learn, Задачи машинного обучения;;;;;;;;;;;;;;;;;;;;;
06.6.6.70.18;Интеллектуальные системы в управлении социальными процессами;0;Света;Общесистемные характеристики социальных процессов, Базовая модель управления в социальных процессах, Управление в малых группах, Применение интеллектуальных систем в управлении социальными процессами, Управление в социальных сетях, Модели влияния в социальных сетях, Графовые модели социальных сетей, Анализ социальных сетей, Анализ социального влияния;;;;;;;;;;;;;;;;;;;;;
06.6.6.71.18;Обучение межкультурной коммуникации;0;Максим;Межкультурная коммуникация, Значение языка в межкультурной коммуникации, Национальные особенности речевого поведения, Трудности межкульутрной коммуникации, Проблемы перевода;;;;;;;;;;;;;;;;;;;;;
06.6.6.72.18;Русский язык в профессиональной деятельности;0;Максим;Русский язык, Виды общения, Дискуссия, Особенности общения, Деловое общение, Деловые документы, Деловая переписка;;;;;;;;;;;;;;;;;;;;;
06.6.6.73.18;Конфликтология;0;Света;Задачи и методы конфликтологии, Конфликт, Классификация конфликтов, Этапы и фазы конфликта, Конфликтоген, Трансактный анализ, Управление конфликтом, Стратегии поведения в конфликте, Двухмерная модель Томаса-Киллмена, Типы конфликтных личностей, Технологии рационального поведения в конфликте, Теория внутриличностного конфликта, Глобальные и региональные конфликты, Использование ИС в конфликтологии;;;;;;;;;;;;;;;;;;;;;
06.6.6.74.18;Речевая культура интернет-среды;0;Максим;Особенности речевой культуры интернет-среды, Речевая культура в междисциплинарном апекте, Социум и язык, Язык в межличностных отношениях, Интернет как вид дискурса;;;;;;;;;;;;;;;;;;;;;
06.6.6.75.18;Жанры научного стиля. Языковые и неязыковые особенности;0;Максим;Жанры научного стиля, Язык СМИ, Техническая словесность в СМИ, Стилистические нормы, Методы изучения текстов массовой информации, Специфика научных текстов СМИ;;;;;;;;;;;;;;;;;;;;;
06.6.6.76.18;Введение в языкознание;0;Максим;Языкознание, Задачи языкознания, Аспекты изучения изыка;;;;;;;;;;;;;;;;;;;;;
06.6.6.77.18;Техническая документация;0;Филипп;Документооборот, Характеристики документооборота, Требования к проектной документации, Документирование разработки программного обеспечения, Структура элементов документации на программные средства, Документирование в соответствии со стандартами, Формирование требований к ИС, Проектирование системной архитектуры, Методики описания системной архитектуры, Процессы проектирования, Архитектурные стили проектирования, Проектирование программной архитектуры;;;;;;;;;;;;;;;;;;;;;
06.6.6.78.18;Инженерия знаний;0;Филипп;Модели представления знаний, Инженерия знаний, Концепции инженерии знаний, Естественный язык как семиотическая система, Логика Аристотеля, Исчисление высказываний, Исчисление предикатов, Семантические сети, Сценарии и фреймы как средства представления знаний, Логическая модель представления знаний, Сетевая модель представления знаний, Продукционная модель представления знаний, Представление нечетких знаний, Методы извлечения знаний, Экспертные системы, Системы на основе онтологий, Немонотонные модальные логики, Псевдофизические логики, Байесовские сети доверия, Теории нечетких множеств, Теории Демпстера–Шефера, Теории грубых множеств, Теория структурного подобия в представлении знаний, Базовые алгоритмы поиска решений в экспертных системах, Выбор архитектуры экспертной системы, Text Mining, Глоссарий и тезаурус как формы представления знаний, Онтологии как формы представления знаний, Объединение онтологий;;;;;;;;;;;;;;;;;;;;;
06.6.6.79.18;Теория технического перевода;0;Максим;Полнота перевода, Адекватность перевода, Характеристики научно-технических текстов, Закономерности технического перевода, Лексические средств при переводе, Грамматические средства при переводе, Терминологизация лексики, Специализация лексики, Деинтернационализация общенаучной интернациональной лексики;;;;;;;;;;;;;;;;;;;;;
06.6.6.8.18;Теория принятия решений;0;Света;Модели теории принятия решений, Подходы к применению теории принятия решений, Наука о системах, Организация процесса принятия решений, Теория управления, Стратегическое управление, Автоматизированные системы поддержки принятия решений, Требования к системе поддержки принятия решений, Архитектура системы поддержки принятия управленческих решений;;;;;;;;;;;;;;;;;;;;;
06.6.6.80.18;Развитие речи на материале научных технических текстов;0;Максим;Продуктивные виды речевой деятельности, Базовые навыки публичных выступлений, Речевое общение в учебно-профессиональной деятельности, Анализ структуры научной речи, Формы представления научного знания;;;;;;;;;;;;;;;;;;;;;
06.6.6.81.18;Мультимедиа;0;Света;Аналого-цифровое преобразование, Теорема Котельникова, Сжатие мультимедийных данных, Скалярное квантование, Процедура Макса-Ллойда, Векторное квантование, Процедура Линдо-Бузо-Грея, Кодирование на основе линейного предсказания, Стандарты сжатия речевых сигналов, Стандарт сжатия изображений JPEG-LS, Задача обнаружения образов, Задача классификации мультимедийных данных;;;;;;;;;;;;;;;;;;;;;
06.6.6.82.18;Прикладные интеллектуальные системы;0;Света;Интеллектуальные информационные системы, Методы извлечения знаний, Представление знаний в интеллектуальных системах, Исчисления предикатов, Семантические сети, Нечеткие множества, Естественно-языковой интерфейс, Машинный перевод, Распознавание образов, Машинное творчество, Интеллектуальные роботы, Этапы жизненного цикла интеллектуальных систем, Архитектура интеллектуальных систем;;;;;;;;;;;;;;;;;;;;;
06.6.6.83.18;Глубокое обучение;0;Яна;Модель нейрона, Функция ошибок, Градиентный спуск, Перекрёстная энтропия, Перцептрон, Функции активации, Регуляризация в нейронных сетях, Мини-батчи, Сверточные нейронные сети, Автокодировщики, Рекуррентные нейронные сети, Нейронные сети для обработки последовательностей, Современные архитектуры рекуррентных сетей, LSTM;;;;;;;;;;;;;;;;;;;;;
