DIS_CODE;SUBJECT;RESULT;AUTHOR;KEYWORDS;
06.7.6.183.19;Инженерная фотоника;0;Максим;Физические основы функциональной фотоники, Методы модификации свойств оптических материалов, Функциональные материалы фотоники, Формирование интегрально-оптических устройств, Запись оптической информации, Микро обработка поверхности, Лазерное излучение, Корпускулярно-фотонные методы;
06.7.6.184.19;Лазерные, нелинейные, регистрирующие среды;0;Максим;Кристаллические лазерные среды, Требования к лазерным кристаллам, Основы квантовой теории излучения и поглощения света, Нелинейно-оптические среды, Рассеяние Мандельштама-Бриллюэна, Обращение волнового фронта, Лазерные стекла, Технологии получения лазерных стекол, Регистрирующие среды, Способы регистрации оптического излучения;
06.7.6.185.19;Нанофотоника и наноплазмоника;0;Максим;Наноразмерные объекты, Диэлектрики, Полупроводниковая нанофотоника, Методы синтеза наночастиц, Размерные эффекты в наноструктурах, Квантовые ямы, Молекулярный кластер, Люминесценция, Металлические наночастицы, Плазмонные наноструктуры в интегральной оптике, Метаматериалы;
06.7.6.187.19;Оптические полимеры и композиты;0;Максим;Органические полимерные материалы, Оптические полимеры, Оптические композиционные материалы, Методы получения композиционных материалов, Оптические клеи, Вспомогательные полимерные материалы, Функциональные оптические композиты, Оптические покрытия;
06.7.6.188.19;Технологии модификации оптических материалов;0;Максим;Свойства стекол, Свойства кристаллов, Спектроскопия, Рефрактометрия, Диффузионные методы модификации оптических материалов, Термическая модификация оптических материалов, Полинг, Химическое травление стекол, Лазерные методы модификации оптических материалов, Ионно-плазменные методы модификации свойств оптических материалов, Модификация оптических материалов электронным пучком;
06.7.6.20.18;Моделирование оптических материалов и процессов;0;Максим;Дискретное преобразование Фурье, Теорема Котельникова, Эффект Гиббса, Численные методы решения ОДУ, Задача Коши для ОДУ, Процедуры Рунге, Численные методы решения ОДУ в частных производных, Моделирование распространения коротких лазерных импульсов, Метод расщепления Фурье;
06.7.6.21.18;Основы математического моделирования;0;Максим;Теория подобия, Теория размерности, Пи-теорема Бекингема, Асимптотические методы исследования уравнений, Многоугольник Ньютона, Качественные методы исследования дифференциальных уравнений, Преобразование Фурье;
06.7.6.211.19;Цифровая обработка изображений в системах специального назначения;0;Максим;Операции над изображением, Выделение связных областей на бинарных изображениях, Сегментация полутоновых изображений, Геометрическое описание выделенных областей, Преобразование Хафа, Выделение геометрических примитивов, Методы обнаружения объектов, Задача выделения контуров, Сегментация изображения;
06.7.6.22.18;Технологии программирования;0;Максим;Решение уравнений и систем, Градиентный метод, Метод Ньютона, Метод Лагранжа, Интерполяция сплайнами, Метод наименьших квадратов, Нелинейная аппроксимация, Метод прямоугольников, Метод трапеций, Метод Симпсона, Метод Монте-Карло;
06.7.6.23.18;Современные проблемы оптоинформатики;0;Максим;Оптические вычисления, Методы построения оптического компьютера, Квантовая информация, Квантовые алгоритмы, Квантовые вычисления, Квантовые компьютеры, Наноразмерные объекты, Плазмонные наночастицы, Оптическое излучение, Наноструктуры, Метаматериалы;
06.7.6.24.18;Введение в квантовую информатику;0;Максим;Вычислительные системы, Квантовые объекты, Квантовая суперпозиция, Квантовые алгоритмы, Квантовая информация, Квантовые компьютеры, Квантовые вычисления;
06.7.6.25.18;Программирование на ЯВУ;0;Максим;Объектная модель Java, Основы объектно-ориентированного программирования, Объявление и структура классов, Настройка среды разработки ПО, Абстрактные классы, Интерфейсы, Обработка исключений, Синхронизация доступа к разделяемым ресурсам, Блокировка ресурса, Создание многопоточного приложения;
06.7.6.26.18;Основы спектроскопии;0;Максим;Спектроскопия, Теория атома, Постулаты Бора, Одноэлектронные атомы, Спектры атома водорода, Сложные атомы, Принцип Паули, Электронные оболочки атомов, Периодическая система элементов, Явление Зеемана, Явление Штарка, Экспериментальные методы в спектроскопии;
06.7.6.27.18;Наноматериалы и нанотехнологии;0;Максим;Физика малых частиц, Наноструктурные объекты, Наноплазмоника, Физические взаимодействия в наноразмерном окружении, Экспериментальные методы синтеза наночастиц, Нанотехнологии в биомедицине, Наноматериалы;
06.7.6.28.18;Основы проектирования систем оптоинформатики;0;Максим;Методы решения изобретательских задач, Методы оптимизации в фотонике, Статистические методы, Структурный анализ, Крепление оптических деталей, Внешняя отделка оптических приборов, Критерии надежности конструкций;
06.7.6.29.18;Безопасные и сверхбыстрые коммуникации;0;Максим;Информационная безопасность, Асимметричное шифрование, Симметричное шифрование, Квантовые вычисления, Квантовая криптография, Квантовые сети, Гибридные методы защиты данных, Оптические линии связи, Методы мультиплексирования, 3G, 4G, Стандарт 5G;
06.7.6.30.18;Инженерная фотоника;0;Максим;Физические основы функциональной фотоники, Методы модификации свойств оптических материалов, Функциональные материалы фотоники, Формирование интегрально-оптических устройств, Запись оптической информации, Микро обработка поверхности, Лазерное излучение, Корпускулярно-фотонные методы;
06.7.6.31.18;Лазерные, нелинейные, регистрирующие среды;0;Максим;Кристаллические лазерные среды, Требования к лазерным кристаллам, Основы квантовой теории излучения и поглощения света, Нелинейно-оптические среды, Рассеяние Мандельштама-Бриллюэна, Обращение волнового фронта, Лазерные стекла, Технологии получения лазерных стекол, Регистрирующие среды, Способы регистрации оптического излучения;
06.7.6.32.18;Нанофотоника и наноплазмоника;0;Максим;Наноразмерные объекты, Диэлектрики, Полупроводниковая нанофотоника, Методы синтеза наночастиц, Размерные эффекты в наноструктурах, Квантовые ямы, Молекулярный кластер, Люминесценция, Металлические наночастицы, Плазмонные наноструктуры в интегральной оптике, Метаматериалы;
06.7.6.33.18;Функциональные оптические материалы;0;Максим;Интегрально-оптические приборы в оптоинформатике, Тонкие сегнетоэлектрические пленки, Физические эффекты приборов функциональной фотоники, Тонкие пленки магнитооптических материалов, Методы получения тонких пленок силицида, Методы получения тонких пленок германата висмута, Стеклообразные полупроводники, Пленки из нанокомпозиционных материалов, Люминесценция;
06.7.6.34.18;Физика стеклообразного состояния;0;Максим;Законы термодинамики, Системное материаловедение, Теория фазовых равновесий, Правило фаз Гиббса, Классы оптических стекол, Кинетическая теория стеклования, Термодинамические свойства стекол, Реология, Механизм вязкого течения стекол, Кристаллизация расплавов стекол, Дифференциальный термический анализ;
06.7.6.35.18;Оптические полимеры и композиты;0;Максим;Органические полимерные материалы, Оптические полимеры, Оптические композиционные материалы, Методы получения композиционных материалов, Оптические клеи, Вспомогательные полимерные материалы, Функциональные оптические композиты, Оптические покрытия;
06.7.6.36.18;Основые молекулярной фотоники;0;Максим;Теория поглощения света, Строение молекул, Виды движения в молекулах, Спектроскопия молекул, Люминесценция, Перенос энергии электронного возбуждения, Безызлучательные переходы;
06.7.6.37.18;Современные технологии оптических покрытий и формообразования;0;Максим;Методы формирования оптических покрытий, Пленкообразующие материалы, Ионная обработка поверхностей, Технологии изготовления элементов микрооптики, Формирование поверхностей в вакууме, Молирование, Литограция оптических поверхностей;
06.7.6.38.18;Технологии модификации оптических материалов;0;Максим;Свойства стекол, Свойства кристаллов, Спектроскопия, Рефрактометрия, Диффузионные методы модификации оптических материалов, Термическая модификация оптических материалов, Полинг, Химическое травление стекол, Лазерные методы модификации оптических материалов, Ионно-плазменные методы модификации свойств оптических материалов, Модификация оптических материалов электронным пучком;
06.7.6.39.18;Физика и техника лазерного эксперимента;0;Максим;Лазерная генерация, Лазерно-искровая эмиссионная спектроскопия, Принцип работы твердотельного лазера, Виды активных сред, Структурная схема лазера, Принцип работы полупроводникового лазера, Лазерное излучение, Блоки питания лазеров, Приборы лазерного эксперимента, Принципы измерений параметров лазерного излучения;
07.0.12.122.20;Теория решения изобретательских задач;0;Максим;Законы развития технических систем, Алгоритм решения изобретательских задач, Методы системного анализа и синтеза, Функционально-стоимостный анализ, Методы развития творческого воображения, Стандарты на решение изобретательских задач, Теория развития творческой личности, Теория развития творческих коллективов, Приемы устранения противоречий;
07.0.12.132.20;Цели устойчивого развития ООН и проблемы устойчивого и умного развития российских городов;0;Максим;Глобальные проблемы окружающей среды, Проблемы урбанизации, Цели устойчивого развития ООН, Проблемные области устойчивого городского развития, Системный анализ проблем городского управления устойчивым развитием, Международный опыт устойчивого развития городов, Влияние изменения климата на городское развитие, Управление водоснабжением в мегаполисе, Зеленый каркас городов, Управление твердыми бытовыми отходами, Зеленая экономика, Стратегии развития общественного транспорта, Методы моделирования долгосрочных тенденций развития территорий;
07.0.12.135.20;Принятие решений в условиях ограниченного выбора;0;Максим;Теория принятия решений, Многокритериальная оптимизация, Оптимальность по Парето, Методы решения задач векторной оптимизации, Методы последовательной оптимизации, Принятие решений в условиях неопределенности, Принятие решений в условиях риска, Теория игр;
07.0.12.136.20;Информационные технологии в транспортном планировании;0;Максим;Основы транспортного моделирования, Процесс транспортного планирования, Построение модели спроса, Генерация спроса, Распределение спроса, Распределение по видам транспорта, Распределение по транспортной сети, Модели на основании цепочек активности;
07.0.12.22.20;Программная инженерия больших данных;0;Максим;Распределенная файловая система HDFS, Технология MapReduce, Обеспечение отказоустойчивости средствами Apache ZooKeeper, Архитектура YARN, Архитектура Mesos, Пакетная обработка больших данных, Архитектура Apache Spark, Архитектура Apache Kafka, Обработка потоковых данных с помощью Spark Streaming, Интерактивная обработка больших данных, Обработка графовых данных с помощью Spark GraphX;
07.0.12.32.20;Менеджмент в инфокоммуникациях;0;Максим;Управление в связи, Экономика связи, Стандартизация в связи, Сертификация в связи, Тарифная политика в связи, Управление использованием радиочастотного спектра;
07.0.12.34.20;Основы научных исследований;0;Максим;Международные наукометрические базы данных, Научное исследование, Методологические основы научного знания, Правовая охрана интеллектуальной собственности, Научный доклад, Заявка на грант, Принципы построения научного текста, Подготовка научного текста к публикации,;
07.0.12.38.20;Стратегия и методология научных исследований;0;Максим;Международные наукометрические базы данных, Научное исследование, Методологические основы научного знания, Правовая охрана интеллектуальной собственности, Научный доклад, Заявка на грант, Принципы построения научного текста, Подготовка научного текста к публикации,;
07.0.12.39.20;История градостроительства;0;Максим;Зарождение архитектуры, Причины появления первых городов, Градостроительство стран Древнего мира, Типы протогородов, Градостроительство в Античном мире, Градостроительство в средние века в эпоху Возрождения, Градостроительство Европы и Америки в XIX и начале XX веков, Градостроительство стран мира после Второй мировой войны;
07.0.12.41.20;Информационные технологии в проектировании городских территорий;0;Максим;Городские информационные системы, Городская информатика, Процессы управления городом, Электронное правительство, Городское информационное пространство, Информационная инфраструктура, Автоматизированная информационная система, Системы поддержки принятия решений;
07.0.12.50.20;Проектирование современных информационных систем;0;Максим;Общая характеристика процесса проектирования ИС, Исходные данные для проектирования ИС, Понятие о риске проекта ИС, Выбор жизненного цикла разработки ПО, Ключевые особенности и разработки приложений различного назначения, Стандарты ассоциации Workflow Management Coalition, Средства визуального проектирования информационных систем, UML, Архитектурные решения для ИС, Средства разработки ИС, Анализ производительности ИС, Средства сопровождения ИС;
07.0.12.51.20;Программирование интернета вещей;0;Максим;Архитектура интернет вещей, Аппаратная часть Интернета Вещей, Микроконтроллеры, Системы на кристалле, Сетевые интерфейсы интернета вещей, Программно-организованные сети, Средства и инструменты хранения данных, Разнородность и семантика данных, Средства машинного обучения для обработки данных, Сервисно-ориентированные архитектуры, Архитектуры облачных и туманных вычислений, Основные модели облачных и туманных вычислений;
07.0.12.6.20;Основы научных исследований / Concepts of Scientific Research;0;Максим;Международные наукометрические базы данных, Научное исследование, Методологические основы научного знания, Правовая охрана интеллектуальной собственности, Научный доклад, Заявка на грант, Принципы построения научного текста, Подготовка научного текста к публикации,;
07.1.6.207.20;Биохимия трансформации белковых молекул;0;Максим;Биомолекулы, Метаболизм, Катаболизм, Анаболизм, Обмен веществ и энергии с внешней средой, Принципы биоэнергетики, Центральная роль АТФ в биоэнергетике, Клеточная биология, Молекулярная биология, Мышечная ткань, Белки мышечной ткани, Химизм мышечного сокращения;
07.1.6.28.20;Расчет и проектирование низкотемпературных систем;0;Максим;Методы математического моделирования термодинамических процессов, Методы математического моделирования тепломассообменных процессов, Системы автоматизированного проектирования низкотемпературного оборудования, Методы автоматизированного проектирования трубопроводных систем, Методы математического моделирования сложных низкотемпературных систем;
07.1.6.30.20;Компьютерное проектирование низкотемпературных систем;0;Максим;Методы математического моделирования термодинамических процессов, Методы математического моделирования тепломассообменных процессов, Системы автоматизированного проектирования низкотемпературного оборудования, Методы автоматизированного проектирования трубопроводных систем, Методы математического моделирования сложных низкотемпературных систем;
07.1.6.48.20;Вакуумные технологии в криогенной технике;0;Максим;Режимы течения газа, Проводимость, Применение вакуума в криогенной технике, Вакуумные системы, Вакуумметрия, Вакуумные насосы, Вакуумная ректификация, Вакуумная дистилляция, Сублимационная сушка;
07.1.6.64.20;Топливные циклы и предприятия топливно-энергетического комплекса;0;Максим;Роль энергетики в развитии национальное экономики, Основные характеристики энергетического хозяйства национальной экономики, Топливно-энергетические ресурсы, Анализ использования энергии в производственных процессах, Невозбновляемые источники энергии, Основные положения технической термодинамики, Основные теории теплообмена, Циклы основных тепловых электрических станций, Гидроэлектрические станции, Ветроэнергетика, Солнечная энергетика;
07.5.6.34.20;Управление качеством разработки программного обеспечения;0;Максим;Модели зрелости (СММ), Жизненный цикл ПО, Критерии качества ПО, Обеспечение функциональности ПО, Обеспечение надежности ПО, Обеспечение легкости применения ПО, Обеспечение эффективности ПО, Обеспечение сопровождаемости ПО, Обеспечение мобильности ПО, Модели качества, Управление качеством проекта, Тестирование и отладка ПО, Сертификация ПО;
07.6.6.1.20;Мировые практики проектирования общественных пространств;0;Максим;Характеристики общественных пространств, Концепции общественного пространства как структурного элемента городской среды, Предпроектные исследования в разработке дизайна общественного пространства, Развития общественного пространства, Элементы местной идентичности в общественном пространстве, Культурно-ценностные регуляции в дизайне;
07.6.6.126.20;Технологии сбора, обработки и систематизации городских данных (КР);0;Максим;Методы сбора открытых данных о городской территории, Методы полевых исследований городских территорий, Анализ городских данных, Формирование предложений по трансформации территории, Социологическое исследование активностей в общественном пространстве;
07.6.6.131.20;Обработка и визуализация городских данных;0;Максим;Городские данные, Направления в визуализации, Абстракции данных, Алфавит визуализации, Проектирование визуализационных решений, Восприятие цвета, Человеко-компьютерное взаимодействие, Визуализация текста, Визуализация пространственных данных, Социальная визуализация, Визуализация как искусство;
07.6.6.23.20;Управление качеством разработки ПО;0;Максим;Модели зрелости (СММ), Жизненный цикл ПО, Критерии качества ПО, Обеспечение функциональности ПО, Обеспечение надежности ПО, Обеспечение легкости применения ПО, Обеспечение эффективности ПО, Обеспечение сопровождаемости ПО, Обеспечение мобильности ПО, Модели качества, Управление качеством проекта, Тестирование и отладка ПО, Сертификация ПО;
07.6.6.26.20;Методы и средства обеспечения информационной безопасности;0;Максим;Технологии обеспечения информационной безопасности, Нормативные документы по обеспечению информационной безопасности, Прогнозирование в сфере информационной безопасности, Концепция обеспечения безопасности объекта информатизации, Информационно-аналитическая деятельность в системе информационной безопасности, Организация комплексной защиты информации, Подходы к обеспечению информационной безопасности, Работа с персоналом по вопросам информационной безопасности;
07.6.6.27.20;Прикладные пакеты для анализа данных;0;Максим;Работа с библиотекой Pandas, Работа с библиотекой Numpy, Библиотека scikit-learn, Библиотеки для визуализации данных, Библиотеки для работы с нейроными сетями;
07.6.6.4.20;Проектирование общественных пространств;0;Максим;Характеристики общественных пространств, Концепции общественного пространства как структурного элемента городской среды, Предпроектные исследования в разработке дизайна общественного пространства, Развития общественного пространства, Элементы местной идентичности в общественном пространстве, Культурно-ценностные регуляции в дизайне;
07.6.6.53.20;Методы сбора и обработки данных о городских территориях (КР);0;Максим;Методы сбора открытых данных о городской территории, Методы полевых исследований городских территорий, Анализ городских данных, Формирование предложений по трансформации территории, Социологическое исследование активностей в общественном пространстве;
07.6.6.54.20;Технологии машинного обучения в задачах развития городских территорий;0;Максим;Дилемма смещения-разброса, Функции расстояния, Метод ближайших соседей, Алгоритмы построения решающего дерева, Иерархическая кластеризация, Ассоциативный анализ, Метод опорных векторов, Коллаборативная фильтрация, Aлгоритм AdaBoost, Градиентный бустинг, Обучение нейронной сети, Ограниченная машина Больцмана, Самоорганизующиеся карты Кохонена;
07.6.6.55.20;Дискретные математические модели в задачах развития городских территорий (КР);0;Максим;Математическая модель, Системный подход к описанию моделей, Основные шаги при построении моделей, Системы с дискретным временем, Интерактивная визуализация, Дискретно-событийная модель, Дискретные случайные величины, Оценка параметров результатов моделирования, Свойства пуассоновского процесса;
07.6.6.56.20;Принятие решений в сфере развития городских территорий в условиях ограниченного выбора;0;Максим;Теория принятия решений, Многокритериальная оптимизация, Оптимальность по Парето, Методы решения задач векторной оптимизации, Методы последовательной оптимизации, Принятие решений в условиях неопределенности, Принятие решений в условиях риска, Теория игр;
07.6.6.57.20;Использование непрерывных математических моделей для решения задач развития городских территорий;0;Максим;Задачи математического моделирования, Аналитическое исследование непрерывных математических моделей, Формализация непрерывных моделей с помощью обыкновенных дифференциальных уравнений, Численное исследование непрерывных математических моделей, Виды численных методов, Приложение теории устойчивости к исследованию непрерывных моделей, Положения равновесия динамической системы, Этапы моделирования, Правила построения непрерывной математической модели, Настройка непрерывных моделей на данные;
07.6.6.58.20;Обработка и визуализация данных применительно к задачам развития городских территорий;0;Максим;Городские данные, Направления в визуализации, Абстракции данных, Алфавит визуализации, Проектирование визуализационных решений, Восприятие цвета, Человеко-компьютерное взаимодействие, Визуализация текста, Визуализация пространственных данных, Социальная визуализация, Визуализация как искусство;
07.6.6.7.20;Общественные пространства и городская культура;0;Максим;Характеристики общественных пространств, Концепции общественного пространства как структурного элемента городской среды, Предпроектные исследования в разработке дизайна общественного пространства, Развития общественного пространства, Элементы местной идентичности в общественном пространстве, Культурно-ценностные регуляции в дизайне;
07.6.6.79.20;Архитектура программного обеспечения инфокоммуникационных систем (КР 1);0;Максим;Функциональная архитектура, Информационная архитектура, Инструменты автоматизации управления, Корпоративные информационные системы, Автоматизированная система управления, Автоматизированная система управления предприятием, Методики управления организацией, Информационный объект, Системная и программная архитектура, Аппаратные узлы, Программные компоненты, Хранилища информации ИС, Виды системных архитектур ИС, Клиент-серверные архитектуры ИС, Сервисно-ориентированные архитектуры ИС, Распределенные архитектуры ИС, Облачная архитектура ИС, Средства разработки программных модулей, Абстрагирование программной логики от БД, Файл-серверная архитектура;
07.6.6.8.20;Комплексное развитие урбанизированных территорий (КР);0;Максим;Глобальные проблемы окружающей среды, Проблемы урбанизации, Цели устойчивого развития ООН, Проблемные области устойчивого городского развития, Системный анализ проблем городского управления устойчивым развитием, Международный опыт устойчивого развития городов, Влияние изменения климата на городское развитие, Управление водоснабжением в мегаполисе, Зеленый каркас городов, Управление твердыми бытовыми отходами, Зеленая экономика, Стратегии развития общественного транспорта, Методы моделирования долгосрочных тенденций развития территорий;
07.6.6.82.20;Проектный менеджмент в инфокоммуникационных системах;0;Максим;Управление проектами, Виды проектов, Особенность стартапа как проекта, Оценка проекта, Особенности оценки стартапа, Оценка риска проекта и стартапа, Управление проектами в профессиональной области, Международный проект, Технология управления проектом, Оценка эффективности проекта, Управление проектной командой, Мотивация и организация проектной команды, Планирование проекта, Маркетинг проекта, Брендирование проекта, Фандрайзинг, Виртуальный проект;
07.6.6.93.20;Модели и методы программной инженерии (КР 2) / Models and Methods of Software Engineering;0;Максим;Жизненный цикл ПО, Подходы и методы разработки ПО, Анализ рисков разработки ПО, Средства и методы контроля изменений, Средства и методы автоматизированной сборки, Системное тестирование ПО, Профилирование программных систем, Анализ производительности ПО и систем, Модульное тестирование ПО, Интеграционное тестирование ПО;
07.7.6.114.20;Материалы и технологии интегральной и волоконной оптики (КР);0;Максим;Оптоэлектроника, Распространение света в оптических волокнах, Типы волокна, Числовая апертура, Траектория лучей в оптических волокнах, Материальная дисперсия, Межмодовая (временная) дисперсия, Потери в оптических волокнах, Технология изготовления волоконных световодов, Интегрально-оптические компоненты, Технологии изготовления интегрально-оптических компонентов, Интегральные оптические волноводы, Моделирование распространения света в интегральных волноводах, Интегральные модуляторы света, Нелинейно-оптические интегральные элементы;
07.7.6.124.20;Интелектуальные медицинские системы;0;Максим;Искусственный интеллект в медицине, Интеллектуальные технологии, Модели представления знаний, Экспертные системы, Нечеткие логическое модели представления знаний, Икусственные нейронные сети, Гибридные искусственные нейронные сети, Перспективные методологии искусственного интеллекта;
07.7.6.125.20;Компьютерное моделирование физических процессов;0;Максим;Методы имитационного моделирования, Стохастические методы, Метод Монте-Карло, Детерминистические методы, Метод молекулярной динамики, Уравнения Ньютона, Алгоритм Верле, Метод броуновской динамики, Уравнение Ланжевена;
07.7.6.127.20;Оптические методы анализа;0;Максим;Электромагнитные волны, Волновое движение, Плоская гармоническая волна, Сферическая гармоническая волна, Геометрическая оптика, Луч света, Принцип Ферма, Интерференция света, Опыт Юнга, Интерферометр Майкельсона, Дифракция света, Принцип Гюйгенса-Френеля, Поляризация света;
07.7.6.128.20;Микросхемотехника;0;Максим;Радиоэлектронные сигналы, Радиопомехи, Линейные цепи, Колебательный контур, Модуляция в радиоэлектронике, Нелинейные цепи, Обратные связи в усилителях, Опреационные усилителм, Генераторы несинусоидальных сигналов, Особенности схемотехники ИМС на полевых транзисторах, Схемотехника и работы T- и D-триггеров, Мультиплексоры и демультиплексоры;
07.7.6.131.20;Органические материалы фотоники и лазерной техники;0;Максим;Полимеры как оптические среды, Нанокомпозиты как оптические среды, Технология оптических полимеров, Оптические свойства полимеров, Определение гетерогенных сред, Основные типы нанокомпозитов, Способы получения наночастиц, Оптика на основе нанокомпозитов и полимеров, Оптика гетерогенных сред, Нелинейно-оптические органические материалы, Применение молекулярных кристаллов в элементах оптоинформатики;
07.7.6.134.20;Запись ионным лучом применительно к технологии биочипов / Ion channel recording;0;Максим;ДНК-чип, Концепция последовательных фотоэкспозиций, Биочипы, Растворимый белок, 2D электрофорез на чипе, Белковые мембранные биочипы, Системы для записи ионным лучом, Способы восстановления LBM, Блоджет, Оптический контроль, Клеточные биочипы;
07.7.6.136.20;Введение в микрофлюидику / Introduction to microfluidics;0;Максим;Концепции микросистем, Случаи BioMEMS, Микрофлюидика, Нормализованные законы микросистем, Микротехнологии, Чистая комната, Фотолитография, Микрожидкостные технологии, Soft-литография, Физика микрофлюидики;
07.7.6.138.20;Нанофотоника / Nanophotonics (КР);0;Максим;Наноструктуры фотоники, Фотолитография, Физика в нанометровом масштабе, Плотности состояний, 3D электронные газы, Структура запрещенной зоны, Экситоны, Поляритоны, Углеродные нанотрубки, Измерительные приборы нанофотоники, Структурные методы микроскопии, Оптическая микроскопия, Нано-объекты манипуляции, Нано-биофотоника;
07.7.6.140.20;Биохимия / Biochemistry;0;Максим;Биомолекулы, Метаболизм, Катаболизм, Анаболизм, Обмен веществ и энергии с внешней средой, Принципы биоэнергетики, Центральная роль АТФ в биоэнергетике, Клеточная биология, Молекулярная биология, Мышечная ткань, Белки мышечной ткани, Химизм мышечного сокращения;
07.7.6.142.20;Практическая химия / Practical chemistry;0;Максим;Техника безопасности в лаборатории, Меры по оказанию первой медицинской помощи, Химическая посуда, Основные операции при работе в лаборатории органической химии, Классы неорганических соединений, Закон эквивалентов, Окислительно-восстановительные реакции, Титриметрические сетоды анализа, Основные положения органической химии, Качественный анализ органических соединений;
07.7.6.143.20;Современные аспекты оптической связи / Advanced topics of optical communications;0;Максим;Волоконно-оптическая линия связи, Классификация технологий проводного абонентского доступа, Локальные сети (LAN), Сети коллективного доступа, Симметричный DSL доступ, Ассиметричный xDSL доступ, Сети кабельного телевидения, Беспроводной абонентский доступ WLL, Технологии группы FBWA, Технологии группы WLAN, Технологии группы WPAN, Конфигурация системы MMDS;
07.7.6.144.20;Радиоэлектронные сигналы, Радиопомехи, Линейные цепи, Колебательный контур, Модуляция в радиоэлектронике, Нелинейные цепи, Обратные связи в усилителях, Опреационные усилители, Генераторы несинусоидальных сигналов, Схемотехника ИМС на полевых транзисторах, Схемотехника T- и D-триггеров, Мультиплексоры, Демультиплексоры;0;Максим;Радиоэлектронные сигналы, Радиопомехи, Линейные цепи, Колебательный контур, Модуляция в радиоэлектронике, Нелинейные цепи, Обратные связи в усилителях, Опреационные усилителм, Генераторы несинусоидальных сигналов, Особенности схемотехники ИМС на полевых транзисторах, Схемотехника и работы T- и D-триггеров, Мультиплексоры и демультиплексоры;
07.7.6.145.20;Безопасность и управление телекоммуникационными системами / Network and Security Management;0;Максим;Телекоммуникации, Многоуровневые модели, Верхние уровни модели OSI, Транспортный уровень модели OSI, Сетевой уровень модели OSI, Канальный уровень модели OSI, Физический уровень модели OSI, Технология Ethernet, Адресация в сетях IP, Беспроводные сети, Маршрутизация, Коммутаторы;
07.7.6.146.20;Современные аспекты телекоммуникаций/ Advanced topics of communications;0;Максим;Исходные файлы и модули, Встроенные типы, Идентификаторы, Выражения и операторы, Генераторы списков и словарей, Обработка исключений, Тестирование и отладка программы, Стандартная библиотека, Информационная инфраструктура, Инфосфера, Глобальная информационная инфраструктура, Информатизация;
07.7.6.164.20;Физическая кинетика на поверхности твердых тел / Physical Kinetics on Solid surfaces;0;Максим;Термодинамика фазовых переходов первого рода, Уравнение Зельдовича, Континуальное приближение, Теория фазового перехода на стадии нуклеации, Стадия изолированного роста, Роль флуктуационных эффектов, Понятие об Оствальдовском созревании, Основные ростовые процессы на поверхности твердых тел, Кинетика начальной стадии формирования тонких пленок, Теория формирования сплошной пленки;
07.7.6.165.20;Рост и физические свойства кристаллов / Physics and Technology of Crystal Growth;0;Максим;Геометрическая кристаллография, Кристалл, Свойства кристалла, Простые формы кристаллов, Структурная кристаллография, Кристаллохимия, Решетки Браве, Плотнейшая упаковка, Пространственные элементы симметрии, Рост кристаллов, Дефекты в кристаллах, Рост из однокомпонентных систем, Рост из многокомпонентных систем;
07.7.6.167.20;Микроструктура и свойства материалов / Microstructure and Properties of Materials;0;Максим;Объемные наноструктурные материалы, Наноструктурный дизайн алюминиевых сплавов, Современные подходы для улучшения прочности, Особенности упрочнение наноструктурированных металлов, Микрокомпозиты на основе сверхпроводящих купратов, Границы зерен в графенах;
07.7.6.173.20;Физическая кинетика на поверхности твердых тел / Physical Kinetics on Solid surfaces;0;Максим;Термодинамика фазовых переходов первого рода, Уравнение Зельдовича, Континуальное приближение, Теория фазового перехода на стадии нуклеации, Стадия изолированного роста, Роль флуктуационных эффектов, Понятие об Оствальдовском созревании, Основные ростовые процессы на поверхности твердых тел, Кинетика начальной стадии формирования тонких пленок, Теория формирования сплошной пленки.;
07.7.6.175.20;Полупроводниковые нитевидные нанокристаллы / Semiconductor nanowires;0;Максим;Каталитический рост на активированных поверхностях, Метод молекулярно-пучковой эпитаксии, Метод газофазной эпитаксии, Нановискеры, Морфология нитевидных нанокристаллов, Кристаллическая структура нитевидных нанокристаллов, Квантово-размерные эффекты в нитевидных нанокристалллах, Вертикальные квантовые проволоки;
07.7.6.176.20;Основы технологии широкозонных материалов / Wide Bangap semiconductor Materials;0;Максим;Полупроводники, Типы полупроводников, Основные методы получения полупроводников, Укладки слоев в карбиде кремния, Современные методы получения карбида кремния, Эпитаксия, Метод химического замещения атомов, Виды дефектов в кристаллах, Роль промежуточных фаз в химических реакциях, Методы квантовой химии в полупроводниках, Метод функционала плотности,;
07.7.6.177.20;Теория нуклеации и её приложения / Nucleation Theory with Applications;0;Максим;Эпитаксия, Методы анализа поверхности, Структура чистых поверхностей, Релаксация поверхности, Реконструкция поверхности, Элементарные процессы на поверхности кристаллов при их эпитаксиальном росте, Адсорбция, Изотерма адсорбции, Двумерный газ адатомов, Десорбция;
07.7.6.18.20;Оценка качества изображения и расчет допусков;0;Максим;Характеристики изображения, Критерии качества изображения, Функция рассеяния точки, Дифракция в оптической системе, Принцип Гюйгенса-Френеля, Преобразование Фурье, Оптическая передаточная функция, Соотношение фильтрование, Качество изображения многозвенной оптико-цифровой системы, Методы оценки качества изображения, Метод Гартмана;
