DIS_CODE;SUBJECT;RESULT;AUTHOR;KEYWORDS;;;;;;;;;;;;;;;;;;;;;
07.1.6.199.20;Стандартизация в пищевой индустрии;0;Настя;Техническое регулирование в РФ, Технические регламенты, Стандартизация пищевой промышленности, Пищевые продукты специального назначения, Качество продукции;;;;;;;;;;;;;;;;;;;;;
07.1.6.205.20;Спортивное питание / Sport nutrition;0;Настя;Регуляция массы тела человека, Регуляция метаболизма, Энергообеспечение спортсменов, Гомеостаз питания, Эрогенные пищевые добавки, БАВ, Стероиды, Расстройство питания;;;;;;;;;;;;;;;;;;;;;
07.1.6.197.20;Основы технологического проектирования предприятий по производству пищевых продуктов;0;Настя;Проектирование промышленных предприятий, Технико-экономическое обоснование проекта, Пищевые предприятия, Инженерные коммуникации, Генеральный, Холодильные предприятия, Генеральный план предприятия, Холодтльная обработка, Перерабатывающие предприятия, Плодоовощная продукция;;;;;;;;;;;;;;;;;;;;;
07.1.6.202.20;Научно-обоснованное проектирование пищевых композиций / Science-based design of the food composition;0;Настя;Проектирование продуктов питания, Продукты питания, Специализированные пищевые продукты, Сложнокомпонентные продукты питания, Моделирование рецептуры, Многокомпонентные продукты питания, Растительное сырье;;;;;;;;;;;;;;;;;;;;;
07.1.6.204.20;Нано- и микроматериалы в биотехнологии / Nano- and micromaterials in biotechnology;0;Настя;Нанотехнологии, Наноматериалы, Нанообъекты, Наноразмерные системы, Биоразлагаемые структуры, Методы оптимизации, Биологически активные вещества, Гидрогели, Нанокомпозиты, Капсулированные ферменты, Пищевая промышленность, Трансмиссионная электронная микроскопия, Методы малоуглового рассеяния;;;;;;;;;;;;;;;;;;;;;
07.1.6.203.20;Геродиетика активного долголетия / Herodietics of active longevity;0;Настя;Геронтология, Процесс старения, Биологический возраст, Эмоциональная жизнь, Способы сохранения интеллекта, Регуляция ночного сна, Увеличение продолжительности жизни, Геродиетика, Энергетический баланс организма, Пищевые добавки, Продукты питания;;;;;;;;;;;;;;;;;;;;;
06.1.6.227.19;Биохимические и физико-химические основы производства и хранения пищевой продукции;0;Настя;Состав пищевых продуктов, Вода в пищевых продуктах, Белки, Жиры, Углеводы, Тепловая обработка, Специализированные продукты питания, Формирование цвета продуктов, Образование запаха, Искусственнные пигменты, Натуральные пигменты, Нитраты, Нитриты;;;;;;;;;;;;;;;;;;;;;
07.1.6.198.20;Идентификация фальсификатов пищевого сырья и продуктов питания;0;Настя;Фальсификация продуктов питания, Продукты питания, Идентификация, Защита от фальсификации, Методы обнаружения фальсификации, Продукты растительного происхождения;;;;;;;;;;;;;;;;;;;;;
07.1.6.200.20;Биохимические и физико-химические основы производства экологически безопасных пищевых продуктов;0;Настя;Состав пищевых продуктов, Вода в пищевых продуктах, Белки, Жиры, Углеводы, Тепловая обработка, Специализированные продукты питания, Формирование цвета продуктов, Образование запаха, Искусственнные пигменты, Натуральные пигменты, Нитраты, Нитриты;;;;;;;;;;;;;;;;;;;;;
07.1.6.201.20;Инновационные технологии производства экологически безопасных продуктов питания;0;Настя;Продукты питания, Продовольственная безопасность, Функциональные продукты питания, Консервирование плодоовощного сырья, Инновационные технологии в пищевой индустрии, Технологии сахарного производства, Технологии полисахаридов, Технологии напитков;;;;;;;;;;;;;;;;;;;;;
07.2.6.127.20;Интегрированные инерциально-спутниковые системы ориентации и навигации/ Integrated inertial-satellite orientation and navigation systems;0;Настя;ИСОН, Высокоманевренные подвижные объекты, Ориентация современных ИСОН, ИСОН на основе ВОГ, Микромеханические датчики, Гироскопы, Аселерометры, БИСО на ЭСГ, Орбитальные космические аппараты;;;;;;;;;;;;;;;;;;;;;
07.2.6.128.20;Прикладное программирование в технических системах;0;Настя;Цифровые сигнальные процессоры, Цифровой сигнальный контроллер, Периферийные устройства для систем управления, Code Composer Studio IDE, Создание прикладных программ, Отладка программ, C/C++, MATLAB;;;;;;;;;;;;;;;;;;;;;
07.2.6.129.20;Надежность и диагностика технических систем;0;Настя;Вероятностная оценка надежности ТС, Техническая система, Марковские модели функционирования ТС, Простейший поток событий, Проектирование средств диагностирования, Математические модели объектов диагностирования, Тестовое диагностирование, Функциональное диагностирование;;;;;;;;;;;;;;;;;;;;;
07.2.6.131.20;Методы и задачи обработки навигационной информации (КР);0;Настя;Обработка навигационной информации, Динамические системы, Линейные системы, Теория случайных процессов, Датчики, Фильтр Винера, Фильтр Калмана, Точность алгоритмов фильтрации, Инециальные системы, Спутниковые системы;;;;;;;;;;;;;;;;;;;;;
07.2.6.135.20;Методы и задачи обработки навигационной информации / Approaches to design of estimation algorithms for processing of navigation data (КР);0;Настя;Обработка навигационной информации, Динамические системы, Линейные системы, Теория случайных процессов, Датчики, Фильтр Винера, Фильтр Калмана, Точность алгоритмов фильтрации, Инециальные системы, Спутниковые системы;;;;;;;;;;;;;;;;;;;;;
06.1.5.49.18;Биохимические и физико-химические основы хранения и переработки пищевой продукции;0;Настя;Состав пищевых продуктов, Вода в пищевых продуктах, Белки, Жиры, Углеводы, Тепловая обработка, Специализированные продукты питания, Формирование цвета продуктов, Образование запаха, Искусственнные пигменты, Натуральные пигменты, Нитраты, Нитриты;;;;;;;;;;;;;;;;;;;;;
07.2.5.35.20;Геоинформационные навигационные системы и технологии;0;Настя;Гравиметрические приборы, Гравиметрия, Гравитационное поле, Навигационные приборы, Сейсмология, Геоинерциальные технологии в сейсмологии, Дистанционное зондирование, Навигация с использованием сигналов Wi-Fi, Геофизические поля;;;;;;;;;;;;;;;;;;;;;
07.2.5.36.20;"Геоинформационные навигационные системы и технологии/
Geoinformation navigation systems and technologies";0;Настя;Гравиметрические приборы, Гравиметрия, Гравитационное поле, Навигационные приборы, Сейсмология, Геоинерциальные технологии в сейсмологии, Дистанционное зондирование, Навигация с использованием сигналов Wi-Fi, Геофизические поля;;;;;;;;;;;;;;;;;;;;;
07.2.5.37.20;Интеллектуальные технологии в задачах управления и навигации;0;Настя;Искусственный интеллект, Семантические сети, Экспертные системы, Нечеткие системы, Искусственные нейронные сети, Генетические алгоритмы, Теорема Колмогорова, Перцептрон, Стохастические нейронные сети, Рекуррентные нейронные сети;;;;;;;;;;;;;;;;;;;;;
07.2.5.38.20;"Интеллектуальные технологии в задачах управления и навигации/
Intelligent technology in control and navigation tasks";0;Настя;Искусственный интеллект, Семантические сети, Экспертные системы, Нечеткие системы, Искусственные нейронные сети, Генетические алгоритмы, Теорема Колмогорова, Перцептрон, Стохастические нейронные сети, Рекуррентные нейронные сети;;;;;;;;;;;;;;;;;;;;;
07.2.5.39.20;Управление и навигация в робототехнических системах;0;Настя;Пространство состояний, Динамическая система, Стохастические алгоритмы, Четырехколесный робот, Лазерный дальномер, Обработка изображений;;;;;;;;;;;;;;;;;;;;;
07.2.5.40.20;Управление и навигация в робототехнических системах/Management and navigation in robotic systems;0;Настя;Пространство состояний, Динамическая система, Стохастические алгоритмы, Четырехколесный робот, Лазерный дальномер, Обработка изображений;;;;;;;;;;;;;;;;;;;;;
07.2.6.126.20;Современные методы проектирования инерциальных чувствительных элементов информационно-навигационных систем/Modern methods of designing inertial sensitive elements of information-navigation systems (КР);0;Настя;ИЧЭ ИНС, Интеллектуальные САПР, Экспертные системы, Проектирование ИЧЭ ИНС, База знаний, Микроэлектронные системы, Микромеханические гироскопы, Электрические компоненты ИЧЭ ИНС, Параметрическая оптимизация, Анализ сигналов, Тепловые процессы, Компоненты систем управления, Поточное программирование;;;;;;;;;;;;;;;;;;;;;
07.4.6.0.20;Статистические методы контроля и управления;0;Настя;Статистические методы, Статистический ряд, Инструменты качества, Контрольная карта, Статистические методы управления, Менеджмент качества, Инновационный процесс;;;;;;;;;;;;;;;;;;;;;
07.4.6.1.20;Организация службы стандартизации на предприятии;0;Настя;Стандартизация, Стандартизация на предприятии, Фонд документов, Хранение документов, Архивация документов, Требования к стандартам предприятий, Уровни стандартизации;;;;;;;;;;;;;;;;;;;;;
07.4.6.2.20;Техническое регулирование;0;Настя;Техническое регулирование, Технические регламенты, Государственный контроль, Требования ТР, Отзыв продукции, Стандартизация;;;;;;;;;;;;;;;;;;;;;
07.4.6.3.20;Отраслевые системы добровольной сертификации;0;Настя;Добровольная сертификация, Сертификация, Менеджмент качества, Стандарт ИСО 9001, Техническое регулирование, Реестр организаций;;;;;;;;;;;;;;;;;;;;;
07.4.6.5.20;Маркетинг и оценка конкурентоспособности организации;0;Настя;Маркетинг, Управление фирмой, Жизненный цикл продукции, Сегментация рынка, Конкурентная борьба, Ценообразование, Маркетинговая стратегия, Международный маркетинг, Конкурентная среда, Конкурентоспособность организации, Стратегическое развитие организации, Модели конкурентного выбора, Бенчмаркинг;;;;;;;;;;;;;;;;;;;;;
07.4.9.1.20;Система стандартизации и сертификации;0;Настя;Методы стандартизации, Стандарты предприятий, Нормативные документы в области стандартизации, Государственный контроль, Тенденции развития сертификации, Системы аккредитации, Схемы сертификации в РФ;;;;;;;;;;;;;;;;;;;;;
07.4.6.10.20;Финансовый, управленческий учет и управление рисками;0;Настя;Управление финансами, Максимизация рыночной капитализации, Коммерческие организации, Стейкхолдеры, Инвестиционные решения, Оценка корпоративных активов, Источники финансирования, Стратегии финансирования, Финансовый риск, Акционерная стоимость, Индикаторы стоимости, Риск-менеджмент;;;;;;;;;;;;;;;;;;;;;
07.4.6.11.20;Базы данных и базы знаний;0;Настя;Базы данных, Базы знаний, СУБД, Модель сущность-связь, MS Access, Объекты баз данных, Нормализация данных, SQL, Процедуры, Триггеры, Функции, Представления ;;;;;;;;;;;;;;;;;;;;;
07.4.6.12.20;Современные проблемы информатики и вычислительной техники;0;Настя;Выислительные сети, Топология сетей, Протоколы сетей, Каналы связи, Беспроводные технологии, Конфиденциальность, Защита информации, Политика GDPR, Стоимость вычислительных операций, Большие данные, Блокчейн, Майнинг;;;;;;;;;;;;;;;;;;;;;
07.4.6.15.20;Информационные системы управления проектами;0;Настя;MS Project, Создание проекта, Список задач, Ресурсы, Бюджет проекта, План проекта, Критический путь, Оптимизация плана проекта, Диаграмма Ганта, Управление проектом;;;;;;;;;;;;;;;;;;;;;
07.4.6.6.20;Нормативно-правовое обеспечение аудита качества;0;Настя;Нормативно-правовые акты, Система НПА, Аудит качества организации, Контроль за соблюдением НПА, Внутренние локальные акты организации, Менеджмент качества, Мотвация сотрудников, Внутренний аудит;;;;;;;;;;;;;;;;;;;;;
07.4.6.8.20;Методы и технологии контроля и управления качеством;0;Настя;Управление качеством, Процессный подход, Анализ процессов, Данные в системе качества, Инструменты управления качеством, Операционный уровень управления качеством, Маркетинговый уровень управления качеством, Стратегический уровень управления качеством, Международные стандарты, Самооценка системы качества;;;;;;;;;;;;;;;;;;;;;
07.4.6.9.20;Основы теории эксперимента;0;Настя;Планирование эксперимента, Информационное обеспечение эксперимента, Анализ факторов среды предприятия, Экспериментальное сегментирование рынка, Экспериментальное позиционирование, Экспериментальные стратегии, Экспертная оценка;;;;;;;;;;;;;;;;;;;;;
07.0.12.124.20;Обеспечение качества сложных технических систем;0;Настя;Системный анализ, Жизненный цикл системы, Сложная система, Менеджмент качества, Сложная организационно-техническая система, MS Visio, Бизнес-процесс, CALS-технологии;;;;;;;;;;;;;;;;;;;;;
07.4.6.14.20;Обеспечение качества сложных технических систем;0;Настя;Системный анализ, Жизненный цикл системы, Сложная система, Менеджмент качества, Сложная организационно-техническая система, MS Visio, Бизнес-процесс, CALS-технологии;;;;;;;;;;;;;;;;;;;;;
06.6.5.3.18;Организация процессов разработки;0;Настя;Программное обеспечение, Требования к ПО, Спецификация ПО, Проектирование ПО, Тестирование ПО, Внедрение ПО, Сопровождение ПО, Программирование ПО, Техническое задание, UML, Жизненный цикл программы, Модели процесса разработки;;;;;;;;;;;;;;;;;;;;;
06.6.5.5.18;Фронд-энд разработка;0;Настя;JavaScript, CSS, HTML, CSS-фреймворки, Препроцессоры, GIT, CSS3, TypeScript, Менеджеры задач, Менеджеры зависимостей, Адаптивная верстка сайтов, Веб-приложение, Технология AJAX;;;;;;;;;;;;;;;;;;;;;
06.6.5.6.18;Бек-энд разработка;0;Настя;Ruby, Python, Node.js, PHP, Django, Flask, Ruby on Rails, Laravel, Yii2, Кэширование, База данных, RESTful APIs, Принцип SOLID;;;;;;;;;;;;;;;;;;;;;
06.6.3.7.19;Основы построения баз данных;0;Настя;База данных, СУБД, База знаний, OLTP, OLAP, Информационная система, CASE-средства, Модель данных, SQL, QBE, CRUD-операции, Администрирование БД, NoSQL;;;;;;;;;;;;;;;;;;;;;
06.3.7.12.19;Математическая логика и теория алгоритмов;0;Настя;Классическое исчисление высказываний, Интуиционистское исчисление высказываний, Булева алгебра, Алгебра Гейтинга, Исчисление предикатов, Формальная арифметика, Рекурсивные функции, Теория множеств;;;;;;;;;;;;;;;;;;;;;
06.7.6.51.18;Взаимодействие лазерного излучения со стеклообразными материалами;0;Настя;Лазерное излучение, Генерация лазерных импульсов, Излучение суперконтинуума, Фемтосекундное излучние, Терагерцовое излучение, Спектроскопия, Стеклообразные материалы, Абляция прозрачных сред, Фокусировка лазерного излучения, Обработка материалов, Наноструктуры;;;;;;;;;;;;;;;;;;;;;
06.3.5.27.18;Электроэлементы и передача данных в компьютерных системах;0;Настя;ЭВА, Электроэлементы, Нелинейные проводники, Резисторы, Конденсаторы, Оптоэлектроника, Фотоизлучатели, Фотоприемники, Оптоволокно;;;;;;;;;;;;;;;;;;;;;
06.3.5.28.18;Теплотехника;0;Настя;Теплообмен, Техническая система, Кондукция, Конвекция, Излучение, Тепловые режимы;;;;;;;;;;;;;;;;;;;;;
06.3.5.29.18;Экспертные системы и логическое программирование;0;Настя;Инженерия знаний, Модели представления знаний, Семантические сети, Продукционные системы, Фреймы, Интеллектуальный поиск, Эвристический поиск, Функциональное программирование, Логическое программирование, Вероятностные вычисления, Нечеткая логики, Байесовские сети доверия, Функции доверия;;;;;;;;;;;;;;;;;;;;;
06.7.7.6.18;Методы и техника физического эксперимента в оптоинформатике;0;Настя;Строение вещества, Микроскопия, Спектроскопия, Комбинационное рассеяние, Модель атома Бора, Рентгеновская дифракция, Волнодисперсионный анализ, Энергодисперсионный анализ;;;;;;;;;;;;;;;;;;;;;
06.7.6.50.18;Акусто-, электро- и магнитооптические среды;0;Настя;Акустооптика, Электромагнитные волны в кристаллах, Дифракция света, Анизотропные среды, Халькогенидные полупроводники, Электрооптика, Тонкие пленки, Сегнетоэлектрические материалы, Функциональная фотоника, Оптоинформатика, Магнитооптические материалы;;;;;;;;;;;;;;;;;;;;;
07.0.12.56.20;Нанотехнологии в проектировании электронных средств;0;Настя;Нанотехнологии, Микротехнологии, Наноструктуры, Вакуумное напыление, Конструкторско-технологическая документация, Обработка информации, Тонкие пленки, Оптоэлектроника;;;;;;;;;;;;;;;;;;;;;
07.2.6.4.20;Сертификация программного обеспечения и автоматизированных систем в различных системах сертификации (Минобороны, ФСТЭК, ФСБ);0;Настя;Сертификация, Защита информации, Государственная система сертификации, Криптографическая защита информации, Государственная тайна, Сертификационные испытания, Аттестация объектов информацтизации;;;;;;;;;;;;;;;;;;;;;
07.2.6.9.20;Организация приборостроительного производства Индустрии 3.0 и Индустрии 4.0;0;Настя;Приборостроительные предприятия, Индустрия 3.0, Индустрия 4.0, Жизненный цикл изделий, САПР, Бортовые навигационные комплексы, Авиационные комплексы, Цифровая фабрика, Технологическое оборудование, Киберфизические системы, Отказ изделия, Карточка учета неисправности;;;;;;;;;;;;;;;;;;;;;
06.3.5.31.18;Введение в специальность;0;Настя;Природный газ, Газовые месторождения, Транспортировка ПГ, Газоснабжение, Углеводородные энергоносители, Сжиженный природный газ, Газораспределительные станции;;;;;;;;;;;;;;;;;;;;;
07.2.9.0.20;Автоматизация инженерных расчетов, анализа и моделирования;0;Настя;Проектирование систем, Моделирование систем, Математическое моделирование, Компьютерные системы, Компьютерные модели;;;;;;;;;;;;;;;;;;;;;
07.2.5.1.20;Управление качеством электронного изделия в интегрированной информационной среде;0;Настя;Контроль качества, Жизненный цикл ЭИ, Показатели качества изделий, Инструменты управления качеством, Основной закон надежности, Резервирование, Оптимизация качества, Методы оптимизации, Подходы TQM, Технология QFD, Технология Три сигма, Планирование эксперимента, Система КАНБАН;;;;;;;;;;;;;;;;;;;;;
07.2.5.0.20;Управление конфигурацией электронного изделия при сквозном проектировании в интегрированной информационной среде(КР);0;Настя;Конфигурация ЭС, Проектирование ПП в САПР, САПР, Разработка КД, Моделирование ЭС в САПР, Технологические процессы производства ПП;;;;;;;;;;;;;;;;;;;;;
06.1.6.169.19;Компьютерное проектирование систем производства и транспортирования углеводородных энергоносителей;0;Настя;САПР, Математическое моделирование, Методы оптимизации, Тепломассообмен, Углеводороды, Компрессорный цех, Нелинейное программирование;;;;;;;;;;;;;;;;;;;;;
07.2.6.5.20;Интегрированная модульная авионика;0;Настя;Бортовая аппаратура, Авионика, Интегрированная БЦВС, ИМА, Модули ИМА, Автоматизированное рабочее место, Тестирование БЦВС;;;;;;;;;;;;;;;;;;;;;
07.2.6.6.20;Геоинформационные технологии авиаприборостроения;0;Настя;Бортовые системы картографической информации, Картографические изображения, Геоинформационные данные, Автоматизированное рабочее место, ЖК-экраны,  Цифровая карта местности, Кодирование геоинформационных данных, Аэронавигационная информация, Индикационные кадры;;;;;;;;;;;;;;;;;;;;;
07.2.6.7.20;Методы и средства отображения бортовой информации(КР);0;Настя;Системы кабинной индикации АЦВК, Бортовая индикация, Современный летательный аппарат, Индикационное оборудование, ЖК-экраны, Цифровые дисплейные интерфейсы, Технология LVDS, Авионика, Цветовое пространство, Магистральные парарллельные интерфейсы, Графический контроллер;;;;;;;;;;;;;;;;;;;;;
06.1.5.8.18;Технологии производства сжиженного природного газа;0;Настя;Углеводородные энергоносители, Природный газ, Криогенные системы, Транспортировка СПГ, Технологии регазации, Компрессорный цех;;;;;;;;;;;;;;;;;;;;;
06.3.5.32.18;Теоретические основы холодильной и криогенной техники;0;Настя;Холодильная техника, Криогенная техника, Термодинамика, Холодильные циклы, Криогенные циклы, Углеводородные энергоносители;;;;;;;;;;;;;;;;;;;;;
06.3.5.33.18;Технологическое и энергетическое оборудование систем;0;Настя;Транспортировка СПГ, Природный газ, Компрессоры, Холодильное оборудование, Теплообменник, Ректификационные колонны, Сепаратор, Абсорбер;;;;;;;;;;;;;;;;;;;;;
06.3.5.34.18;Термодинамические и тепломассообменные процессы в системах производства и транспортирования углеводородных энергоносителей;0;Настя;Транспортировка СПГ, Природный газ, Криогенные установки, Холодильные установки, Тепломассообмен, Углеводородные энергоносители, Парожидкостные смеси;;;;;;;;;;;;;;;;;;;;;
06.3.5.35.18;Основы математического моделирования оборудования систем производства и транспортирования углеводородных энергоносителей;0;Настя;Математическое моделирование, Численные методы решения уравнений, Углеводороды, Теплообмен, Масообмен, Трубопроводные системы, Компрессор, Детандер, Технологическое оборудование;;;;;;;;;;;;;;;;;;;;;
06.3.5.36.18;Основы технологического проектирования систем производства и транспортирования углеводородных энергоносителей;0;Настя;Углеводородные энергоносители, Холодильные системы, Криогенные системы, Холодильные циклы, Криогенные циклы, Природный газ, Компрессорный цех, Транспортировка СПГ, Регазификация;;;;;;;;;;;;;;;;;;;;;
06.3.5.37.18;Компьютерное проектирование систем производства и транспортирования углеводородных энергоносителей;0;Настя;САПР, Математическое моделирование, Методы оптимизации, Тепломассообмен, Углеводороды, Компрессорный цех, Нелинейное программирование;;;;;;;;;;;;;;;;;;;;;
06.3.5.38.18;Автоматизация процессов в технологическом и энергетическом оборудовании систем производства и транспортирования углеводородных энергоносителей;0;Настя;Транспортировка ПГ, Производство ПГ, Компрессор, Теплоноситель, Регуляторы, Холодильные установки, Контроллеры;;;;;;;;;;;;;;;;;;;;;
06.3.5.39.18;Управление, организация и планирование комплексов систем производства и транспортирования углеводородных энергоносителей;0;Настя;Газопотребление, Кмплекс СПТУЭ, Товарный природный газ, Углеводородные энергоносители, Природный газ;;;;;;;;;;;;;;;;;;;;;
06.1.5.55.19;Теоретические основы холодильной, криогенной техники и систем жизнеобеспечения;0;Настя;Холодильная техника, Криогенная техника, Термодинамика, Холодильные циклы, Криогенные циклы, Углеводородные энергоносители;;;;;;;;;;;;;;;;;;;;;
06.1.5.56.19;Технологическое и энергетическое оборудование низкотемпературной техники и энергетики;0;Настя;Транспортировка СПГ, Природный газ, Компрессоры, Холодильное оборудование, Теплообменник, Ректификационные колонны, Сепаратор, Абсорбер;;;;;;;;;;;;;;;;;;;;;
06.1.5.57.19;Основы математического моделирования оборудования и систем низкотемпературной техники и энергетики ;0;Настя;Математическое моделирование, Численные методы решения уравнений, Углеводороды, Теплообмен, Масообмен, Трубопроводные системы, Компрессор, Детандер, Технологическое оборудование;;;;;;;;;;;;;;;;;;;;;
06.1.5.58.19;Основы технологического проектирования оборудования и систем низкотемпературной техники и энергетики ;0;Настя;Углеводородные энергоносители, Холодильные системы, Криогенные системы, Холодильные циклы, Криогенные циклы, Природный газ, Компрессорный цех, Транспортировка СПГ, Регазификация;;;;;;;;;;;;;;;;;;;;;
07.2.4.0.20;Методы математического моделирования процесса проектирования электронных систем;0;Настя;Математическое моделирование, Анализ систем, Графы, Дифференциальные уравнения, Дискретные объекты, Градиентные методы, Методы прямого поиска;;;;;;;;;;;;;;;;;;;;;
06.1.6.161.19;Турбомашины систем низкотемпературной техники и энергетики;0;Настя;Компрессор, ЦКМ, Турбокомпрессор, Нагнетатель, Элементы проточной части ступени ЦКМ, Газодинамика потока в ЦКМ, Эффективность ЦКМ, Турбомашины, Электропривод, Природный газ;;;;;;;;;;;;;;;;;;;;;
06.1.6.229.19;Молекулярные технологии продуктов питания;0;Настя;Молекулярное питание, Технологическая обработка продуктов Структурированные продукты питания, Продукты питания, Коллоидные системы, Теория вкусовых сочетаний, Инновационные методы кулинарии;;;;;;;;;;;;;;;;;;;;;
06.1.6.26.18;Турбомашины установок сжижения природного газа;0;Настя;Компрессор, ЦКМ, Турбокомпрессор, Нагнетатель, Элементы проточной части ступени ЦКМ, Газодинамика потока в ЦКМ, Эффективность ЦКМ, Турбомашины, Электропривод, Природный газ;;;;;;;;;;;;;;;;;;;;;
06.1.7.9.18;Процессы и аппараты пищевых производств;0;Настя;Гидромеханические процессы, Псевдосжижение, Жидкие среды, Теплообмен, Теплообменное оборудование, Массообмен, Молекулярная диффузия, Абсорбция, Адсорбция, Сушка;;;;;;;;;;;;;;;;;;;;;
06.1.7.16.18;Процессы и аппараты биотехнологических производств;0;Настя;Гидромеханические процессы, Псевдосжижение, Жидкие среды, Теплообмен, Теплообменное оборудование, Массообмен, Молекулярная диффузия, Абсорбция, Адсорбция, Сушка;;;;;;;;;;;;;;;;;;;;;
06.1.5.47.18;Функционально-технологические добавки пищевой промышленности;0;Настя;Пищевые красители, Ароматизаторы, Стабилизаторы, Эмульгаторы, Наполнители, Влагосвязывающие агенты, Консерванты, Антиокислители, Синергисты анитиокислителей, Защитные газы;;;;;;;;;;;;;;;;;;;;;
06.1.5.48.18;Молекулярные технологии продуктов питания;0;Настя;Молекулярное питание, Технологическая обработка продуктов Структурированные продукты питания, Продукты питания, Коллоидные системы, Теория вкусовых сочетаний, Инновационные методы кулинарии;;;;;;;;;;;;;;;;;;;;;
06.1.5.50.18;Инновационные технологии пищевых продуктов;0;Настя;Технология колбасных изделий, Технология деликатесных изделий, Технология баночных консервов, Технология пресервов, Технология полуфабрикатов, Технология кулинарной продукции;;;;;;;;;;;;;;;;;;;;;
06.1.5.51.18;Технологические основы термической обработки и хранения пищевой продукции;0;Настя;Термическая обработка, Продукты питания, Холодильное хранение,  Контроль качества;;;;;;;;;;;;;;;;;;;;;
06.1.5.52.18;Методологические основы разработки продуктов здорового питания;0;Настя;Здоровое питание, Специализированные продукты питания, Функциональные продукты питания, Детское питание, Геродиетическое питание, Лечебное питание;;;;;;;;;;;;;;;;;;;;;
06.1.6.160.19;Регулирование и автоматизация холодильной, криогенной техники и систем жизнеобеспечения;0;Настя;Автоматическая система регулирования, АСР, Компрессор, Детандер, Рекуперативные теплообменные аппараты, Регенераторы, Ректификационные колонны, Очистка, Сушка;;;;;;;;;;;;;;;;;;;;;
06.1.6.167.19;Технология производства сжиженных углеводородных энергоносителей, переработка нефти и газа;0;Настя;Природный газ, Сжиженный природный газ, Очистка, Сушка, Адсорбация, Криогенные циклы, Крупнотоннажное производство СПГ, Ожижение;;;;;;;;;;;;;;;;;;;;;
06.1.6.29.18;Объемные компрессоры холодильных машин;0;Настя;Компрессор, Компрессор объемного принципа действия, Поршневые компрессоры, Ротационные компрессоры, Спиральные компрессоры, Холодильные компрессоры ;;;;;;;;;;;;;;;;;;;;;
06.3.6.113.18;Технология производства сжиженных углеводородных энергоносителей переработки газа и нефти;0;Настя;Природный газ, Сжиженный природный газ, Очистка, Сушка, Адсорбация, Криогенные циклы, Крупнотоннажное производство СПГ, Ожижение;;;;;;;;;;;;;;;;;;;;;
