id,name,value,source,author_id,domain_id
22277,Основы описательной и аналитической статистики,6,"",,423
22276,Mathematical description of electromagnetic waves,3,"",,422
22275,Fundamentals of wave optics,1,"",,422
22274,Matlab: basics of programming,11,"",,421
22273,"Знание радиофизических параметров поверхности Земли, ионосферы и тропосферы",2,"",,20
22272,Умение рассчитывать линии связи в городе,2,"",,20
22271,"Умение рассчитывать линии связи длинноволнового, средневолнового, коротковолнового и ультракоротковолнового диапазонов.",2,"",,20
22270,Электронные эффекты,1,"",,24
22269,Навыки модификации архитектур для решения целевых задач,2,"",,50
22268,Методы создания статичных и контекстуализированных эмбеддингов,2,"",,50
22267,Методы предобработки текстов,3,"",,50
22266,Создание моделей в среде OnShape,3,"",,419
22265,Полигональное моделирование,0,"",,419
22264,Моделирование в САПРах,3,"",,419
22263,"Топологии поверхностей, свойства материалов и технологии производства",0,"",,17
22262,Постановка задачи линейной алгебры: нахождение решения уравнения Ax=b методом Гаусса и методом прогонки,0,"",,410
22261,Сложные квантовомеханические системы,1,"",,20
22260,"Электрон, фотон, атом",1,"",,20
22259,Принципы построения индивидуального рациона,0,"",,107
22258,Методы диагностики пищевого статуса,0,"",,107
22257,Принципы здорового питания,1,"",,107
22256,Марковский случайный процесс,2,"",,416
22255,Спектральные характеристики случайного процесса,2,"",,416
22254,Эргодическое свойство случайного процесса,2,"",,416
22253,Стационарный случайный процесс,4,"",,416
22252,Дисперсия случайного процесса,2,"",,416
22251,Математическое ожидание случайного процесса,2,"",,416
22250,Функция распределения случайного процесса,2,"",,416
22249,Случайный процесс,2,"",,416
22248,Коэффициент корреляции случайных величин,2,"",,415
22247,Условные распределения случайных величин,2,"",,415
22246,Маргинальные распределения случайных величин,2,"",,415
22245,Совместное распределение случайных величин,2,"",,415
22244,Многомерная случайная величина,2,"",,415
22243,Среднее квадратическое отклонение,2,"",,415
22242,Законы распределения непрерывных случайных величин,2,"",,415
22241,Законы распределения дискретных случайных величин,4,"",,415
22240,Теоремы сложения и умножения вероятностей,2,"",,415
22239,Геометрическая вероятность,6,"",,415
22238,Работа с Firebase Crashlytics,1,"",,414
22237,Методы тестирования программного обеспечения,2,"",,414
22236,Тестирование мобильных человеко-ориентированных приложений,1,"",,414
22235,Тестирование UI и UX мобильных приложений,2,"",,414
22234,Тестирование API RESTful,1,"",,414
22233,Определение классов эквивалентности,1,"",,414
22232,Работа с баг-трекинговыми системами,2,"",,414
22231,Основные понятия тестирования программного обеспечения,2,"",,414
22230,The Hamiltonian of a single-layer graphene and its matrix representation,2,"",,20
22229,Chirality and rotation of the polarization plane,2,"",,20
22228,Electron-phonon interactions,2,"",,20
22227,Density of charge carrier states in quantum nanostructures,2,"",,20
22226,Vibrational subsystem of nanostructures,0,"",,20
22225,Methods for calculating the energy and wave function of the charge carrier,1,"",,20
22224,Statistics of electrons and holes in semiconductors,3,"",,20
22223,Band theory of semiconductors,5,"",,20
22222,Хиральность и вращение плоскости поляризации,4,"",,20
22221,Гамильтониан однослойного графена и его матричное представление,1,"",,20
22220,Электрон-фононные взаимодействия,1,"",,20
22219,Плотность состояний носителей заряда в квантовых наноструктурах,1,"",,20
22218,Методы расчета энергии и волновой функции носителя заряда,8,"",,20
22217,Статистика электронов и дырок в полупроводниках,0,"",,20
22216,Зонная теория полупроводников,2,"",,20
22215,Methods for calculating the electronic states of nanostructures,-1,"",,20
22214,Electronic subsystem of nanostructures,-1,"",,20
22213,Methods for studying nanostructures,-1,"",,20
22212,Fundamentals of the synthesis of nanostructures,-1,"",,20
22211,Classification of nanostructures,0,"",,20
22210,Transport of charge carriers in nanostructures,0,"",,20
22209,Quantum transitions in nanostructures,0,"",,20
22208,Quantum effects in a magnetic field,0,"",,20
22207,Nanostructures in external constant electric and magnetic fields,0,"",,20
22206,Interactions of elementary excitations in nanostructures,0,"",,20
22205,Vibrational subsystem of nanostructures,2,"",,20
22204,Density of electronic states,0,"",,20
22203,Integrals,3,"",,11
22202,Electricity and Magnetism,5,"",,20
22201,Main principles of vibrational infrared spectroscopy,3,"",,20
22200,Absorption and luminescence of semiconductor quantum dots,3,"",,20
22199,Molecular luminescence and nonradiative energy transfer,3,"",,20
22198,Theory of electronic transitions of polyatomic molecules,3,"",,24
22197,Light absorption laws,2,"",,20
22196,Основы колебательной инфракрасной спектроскопии,3,"",,20
22195,Поглощение и люминесценция полупроводниковых квантовых точек,2,"",,20
22194,Молекулярная люминесценция и безызлучательный перенос энергии,3,"",,20
22193,Теория электронных переходов многоатомных молекул,3,"",,24
22192,Законы поглощения света,2,"",,20
22191,Человеческий капитал,4,"",,40
22190,Экологическое регулирование экономических агентов,1,"",,34
22189,Методология устойчивого развития,1,"",,34
22188,Индикаторы устойчивого развития,1,"",,37
22187,Способность выявлять социально значимые проблемы,2,"",,315
22186,Прогнозирование социальных явлений и процессов,0,"",,315
22185,Методы социальных исследований,1,"",,315
22184,Проектирование и реализация баз данных,0,"",,17
22183,Элементы статистической обработки данных,1,"",,17
22182,Хранение больших данных,1,"",,17
22181,Первичная обработка данных,2,"",,17
22180,Drawings design,6,"",,147
22179,Монохроматическое поле,1,"",,413
22178,Дифракция Фраунгофера,1,"",,413
22177,Дифракция Френеля,2,"",,413
22176,Моделирование данных,2,"",,412
22175,Приближения распределения вероятностей,1,"",,412
22174,Кодирование канала,1,"",,412
22173,Сжатие данных,3,"",,412
22172,Кинетика сорбционных процессов,1,"",,412
22171,Получение катализаторов,1,"",,412
22170,Знания современных методов анализа материалов,0,"",,412
22169,Знания способ применения передовых материалов,0,"",,412
22168,Знания производства и функций наноматериалов,0,"",,412
22167,Знания передовых материалов и технологий,0,"",,412
22166,Законы физики,8,"",,20
22165,Программное обеспечение для анализа химических систем,0,"",,24
22164,Диссипативные системы,1,"",,412
22163,Основы компьютерного моделирования в физике классических многочастичных систем,1,"",,20
22162,Фазовые переходы и критические явления,1,"",,24
22161,Статистическое описание равновесных фаз,1,"",,24
22160,Термодинамика и статистическая физика,4,"",,20
22159,Основы физикохимической механики,1,"",,24
22158,Устойчивость и эволюция дисперсных систем,1,"",,24
22157,"Получение, свойства и методы исследования дисперсных систем",1,"",,24
22156,Поверхностные явления,1,"",,24
22155,Знание теплообменных процессов и аппаратов,2,"",,412
22154,Понимание  способов разделение неоднородных систем,1,"",,412
22153,Знание гидромеханических процессов и аппаратов,1,"",,412
22152,Знания принципов расчёта аппаратов,1,"",,412
22151,Знание принципов расчетов аппаратов,0,"",,412
22150,Знания процессов и аппаратов химической технологии,1,"",,24
22149,Планарный граф,1,"",,15
22148,Изоморфизм графов,2,"",,15
22147,"Optical methods for studying the dynamics of electronic excitations in nanostructures: synchronous detection method, time-correlated single photon counting, and streak camera",2,"",,20
22146,Near-field scanning optical microscopy,2,"",,20
22145,Задача линейного назначения,1,"",,15
22144,Microscopy of low-dimensional structures: luminescent confocal laser scanning microscopes,2,"",,20
22143,"Optical spectroscopy of nanostructures: absorption & luminescence methods, Raman scattering",1,"",,20
22142,Scanning tunneling and atomic-force microscopy,2,"",,20
22141,Electron microscopy,5,"",,20
22140,Methods for optical characterization of the chemical Composition and internal stresses in nanostructures,2,"",,20
22139,Methods for determining the geometric parameters and topology of nanostructures,2,"",,20
22138,Раскраска вершин графа,1,"",,15
22137,Внутренне устойчивое множество (ВУМ),1,"",,15
22136,Нейронные сети - трансформеры,3,"",,14
22135,Основы теории погрешностей,1,"",,410
22134,Умение применять численный метод для решения конкретной задачи,1,"",,410
22133,Presentation skills,8,"",,30
22132,Storytelling,1,"",,30
22131,Persuasive speech,1,"",,30
22130,Argumentation,1,"",,30
22129,Composition of speech,1,"",,30
22128,The verbal communication skills,2,"",,30
22127,Oratory Mastery,1,"",,30
22126,Methods of speech delivery,1,"",,30
22125,Managing public speaking anxiety,1,"",,30
22124,Основы математического анализа,5,"",,11
22123,Заявка на грант / Grant Application,0,"",,30
22122,Наукометрия / Scientometrics,0,"",,37
22121,Представление результатов R&D проекта / Presentation of the R&D project results,0,"",,37
22120,Основы административного права / Fundamentals of Administrative Law,0,"",,30
22119,Профессиональная этика и ответственность / Professional ethics and responsibility,0,"",,30
22118,Научный стиль / Scientific Style,0,"",,30
22117,Плагиат / Plagiarism,0,"",,30
22116,Библиография / Bibliography,0,"",,30
22115,Предварительная обработка текстовых данных,1,"",,14
22114,Investment strategy companies,2,"",,40
22113,Competitive strategies in the innovation market,3,"",,40
22112,Investor exit strategies,1,"",,40
22111,Investment strategies,5,"",,40
22110,Освоение программы Max MSP,1,"",,408
22109,Освоение работы с нейроинтерфейсами в искусстве,0,"",,408
22108,Командная научно-художественная работа,1,"",,408
22107,Создание и прототипирование арт-проекта,4,"",,408
22106,Владение программой TouchDesigner,4,"",,409
22105,Создание проектов в Google Colab,1,"",,408
22104,Технологии DDSP и waveglow,1,"",,14
22103,Использование сверточных сетей на примере GAN и CLIP-4 архитектур.,1,"",,14
22102,Владение основными архитектурами нейронных сетей,2,"",,14
22101,Вредоносное машинное обучение,1,"",,180
22100,Обнаружение спама,1,"",,180
22099,Идентификация и биометрия,0,"",,180
22098,Обнаружение аномалий и атак в сетевом трафике,1,"",,180
22097,Знание исторического контекста развития научно-технологического искусства,0,"",,408
22096,Использование креативных технологий,2,"",,408
22095,Креативное мышление,1,"",,408
22094,Понятийный аппарат научно-технологического искусства,1,"",,408
22093,Понятия и концепции научно-технологического искусства,0,"",,408
22092,Направления научно-технологического искусства,0,"",,408
22091,Дизайн голосовых интерфейсов,2,"",,17
22090,Дерево зависимостей,4,"",,17
22089,Network Address Translation (NAT),2,"",,33
22088,Протокол ICMP,1,"",,33
22087,Протокол DHCP,1,"",,33
22086,Семантическая близость,4,"",,17
22085,Оценка качества классификации. F-score,5,"",,17
22084,Протокол Telnet,1,"",,33
22083,Протокол SSH,2,"",,33
22082,Протокол RDP,1,"",,33
22081,Протокол HTTP,4,"",,33
22080,Протокол IMAP4,1,"",,33
22079,Протокол POP3,1,"",,33
22078,Протокол SMTP,1,"",,33
22077,Протокол FTP,1,"",,33
22076,Расстояние Левенштейна,1,"",,17
22075,Media Access Control (MAC),1,"",,33
22074,Оборудование Ethernet,1,"",,33
22073,Булев поиск,1,"",,17
22072,Логическое кодирование,2,"",,33
22071,Мешок слов,5,"",,17
22070,Сетевой стек,0,"",,33
22069,Задачи обработки естественного языка,8,"",,17
22068,Scientific discussion,6,"",,20
22067,методы коммуникации,3,"",,20
22066,Антенные решетки,5,"",,20
22065,ВЧ и СВЧ электроника,7,"",,20
22064,Спектр линейного оператора,1,"",,11
22063,Обработка больших  массивов,1,"",,17
22062,Quantum Machine Learning,3,"",,20
22061,Quantum Computing,4,"",,20
22060,Classical machine learning,3,"",,20
22059,Exciton-phonon interactions in optically controlled quantum dots,1,"",,20
22058,Quasiparticles in semiconductor quantum dots,2,"",,20
22057,Master equation,0,"",,20
22056,Susceptibility of a two-level system,1,"",,20
22055,Quantum relaxation theory,1,"",,20
22054,Density matrix formalism for describing the dynamics of a quantum system,1,"",,20
22053,Quantum-mechanical Hamiltonian of the interaction of a two-level system with a single-mode field,1,"",,20
22052,Fock states of a quantum mechanical system,1,"",,20
22051,Dirac’s formulation of quantum mechanics,0,"",,20
22050,Physical and chemical methods of analysis,5,"",,24
22049,Mechanisms of chemical reactions in organic chemistry,2,"",,24
22048,Chemical technology,8,"",,24
22047,Chemical synthesis,2,"",,24
22046,Chemical synthesis,3,"",,20
22045,Conditions for observing nonlinear effects,2,"",,20
22044,Phase Matching Condition,2,"",,20
22043,Mechanisms of optical nonlinearity,2,"",,20
22042,Application of hybrid materials,3,"",,20
22041,Basic knowledge of microfluidics,5,"",,20
22040,Characterization of hybrid materials,0,"",,20
22039,Basics of hybrid materials synthesis mechanisms,4,"",,20
22038,Введение в клеточную биологию,0,"",,20
22037,Finite element method,4,"",,20
22036,Finite-Difference Time-Domain Method,3,"",,20
22035,Solving PDE,3,"",,20
22034,Экситон-фононные взаимодействия в оптически управляемых квантовых точках,1,"",,20
22033,Квазичастицы в полупроводниковых квантовых точках,1,"",,20
22032,Основное кинетическое уравнение,1,"",,20
22031,Восприимчивость двухуровневой системы,1,"",,20
22030,Квантовая теория релаксации,1,"",,20
22029,Формализм матрицы плотности для описания динамики квантовой системы,1,"",,20
22028,Квантово-механический гамильтониан взаимодействия двухуровневой системы с одномодовым полем,1,"",,20
22027,Фоковские состояния квантово-механической системы,1,"",,20
22026,Дираковская формулировка квантовой механики,1,"",,20
22025,Self-pulsation mechanisms,1,"",,20
22024,Microspheres,1,"",,20
22023,Linear theory,3,"",,20
22022,BI-системы,1,"",,17
22021,Разработка дашборда,3,"",,17
22020,Фотоника.,3,"",,20
22019,Functions of Complex Variables,6,"",,11
22018,Physical optics,9,"",,223
22017,Linear response theory,2,"",,20
22016,Applied Spintronics,2,"",,20
22015,Ising model,2,"",,20
22014,Прикладная спинтроника,1,"",,20
22013,Компактые антенны,2,"",,20
22012,Плоские проводящие экраны,2,"",,20
22011,Антенны.,9,"",,20
22010,Широкополосные антенны,2,"",,20
22009,Системы спутников,2,"",,20
22008,Датчики давления,2,"",,56
22007,Тензодатчики,2,"",,56
22006,Датчики касания,2,"",,56
22005,Датчики расстояния,2,"",,56
22004,Датчики положения,2,"",,56
22003,CI/CD,3,"",,17
22002,Docker,10,"",,17
22001,Sequelize ORM,3,"",,17
22000,"Оптические методы изучения динамики электронных возбуждений в наноструктурах: метод синхронного детектирования, методы коррелированного счета одиночных фотонов и стрик-камера",2,"",,20
21999,Ближнепольная сканирующая оптическая микроскопия,1,"",,20
21998,Микроскопия структур пониженной размерности: люминесцентные конфокальные лазерные сканирующие микроскопы,1,"",,20
21997,"Оптическая спектроскопия наноструктур: абсорбционно-люминесцентные методы, комбинационное рассеяние света",3,"",,20
21996,Сканирующая туннельная и атомно-силовая микроскопия,2,"",,20
21995,Методы оптической характеризации химического состава и внутренних напряжений в наноструктурах,2,"",,20
21994,Методы определения геометрических параметров и топологии наноструктур,2,"",,20
21993,Physical Chemistry,20,"",,24
21992,Spectroscopy,2,"",,20
21991,Shift and splitting of natural oscillations of the plasmon type in a system of two nanoparticles,2,"",,20
21990,Damping of plasma oscillations,2,"",,20
21989,Frequencies of plasmon resonances in ellipsoidal nanoparticles,2,"",,20
21988,The ratio between scattering and absorption cross-sections of metal nanoparticles,2,"",,20
21987,Dependence of the position and quality factor of localized surface plasmon resonance in a spherical nanoparticle on the properties of the material,2,"",,20
21986,Design and application of biosensors based on the surface plasmon resonance (Otto and Kretschman configurations),2,"",,20
21985,Influence of the dielectric environment on the characteristics of surface plasmon-polaritons,2,"",,20
21984,The dependence of the metal permittivity on the frequency,2,"",,20
21983,Квантовая оптомеханика,1,"",,20
21982,Quantum optomechanics,1,"",,20
21981,Оптомеханика резонатора,3,"",,20
21980,Оптомеханика наночастиц,2,"",,20
21979,Modeling in Wolfram Mathematica,2,"",,17
21978,Laser Technology,2,"",,20
21977,Complex Calculus,3,"",,11
21976,Optics,12,"",,223
21975,Интеллектуальные электронные архивы,1,"",,17
21974,Электронные архивы,1,"",,17
21973,Теория функций комплексного переменного,7,"",,20
21972,Вычислительные методы в физике,2,"",,20
21971,Математические методы в физике,4,"",,20
21970,Atomic and molecular spectroscopy,5,"",,20
21969,Biomedical light microscopy,3,"",,20
21968,Laser spectroscopy,2,"",,20
21967,Optical data processing,2,"",,20
21966,Аппаратные уязвимости,1,"",,17
21965,Организация памяти в вычислительных системах,1,"",,17
21964,Принципы построения современной вычислительной техники,1,"",,17
21963,Quantum Confinement,1,"",,20
21962,Size Effects in Nanostructures,1,"",,20
21961,Analysis of nanostructured materials,2,"",,20
21960,Владение основными приемами программирования.,0,"",,50
21959,Умение использовать стандартные библиотеки.,1,"",,50
21958,Знание низкоуровневых особенностей функционирования программ.,1,"",,50
21957,"Знание архитектуры механизма исключений, шаблонов.",1,"",,50
21956,Владение методами отладки программы на языке С++.,0,"",,50
21955,Умение разрабатывать программы на языке С++ в парадигме ООП.,1,"",,50
21954,Chemistry,13,"",,24
21953,Владение навыком отладки программ небольшого размера.,1,"",,17
21952,Solid State Physics,33,"",,20
21951,Умение использовать компьютерную технику и цифровые технологии для автоматизации информационно-аналитической деятельности,3,"",,17
21950,Знание области применения информационных технологий и программирования для решения прикладных задач.,1,"",,17
21949,Аккредитация органов,3,"",,40
21948,Волновые уравнения,2,"",,20
21947,Ромб Френеля,1,"",,20
21946,Экспериментальные методы повышающие разрешающую способность,1,"",,20
21945,Экспериментальные методы на основе счета одиночных фотонов,1,"",,20
21944,Теория источников одиночных фотонов,1,"",,20
21943,Эксперимент Штерна - Герлаха,0,"",,20
21942,Магнитная память MRAM,2,"",,20
21941,Уравнение Ландау-Лифшица-Гильберта,1,"",,20
21940,Теоретическая физика,2,"",,20
21939,Определять неопределенность измерений,52,"",,11
21938,Основы UNIX и C/C++,1,"",,50
21937,Владение методами отладки алгоритмов на графах.,1,"",,17
21936,"Умение решать типовые задачи дискретной математики, теории графов, возникающие в учебной и профессиональной деятельности.",1,"",,17
21935,Знание базовых графовых структур данных и операции над ними.,1,"",,11
21934,Владение основными способами применения дискретной математики,1,"",,221
21933,Умение применять изученные методы в ходе профессиональной деятельности,2,"",,221
21932,"Знание основных понятий, фактов и закономерностей, характеризующих свойства абстрактных дискретных объектов.",2,"",,221
21931,Владение способами применения изученных алгоритмов,1,"",,221
21930,Умение: реализовывать классические алгоритмы при решении практических задач.,1,"",,221
21929,Знания основных положений и понятий теории графов; знание основных методов современной дискретной математики и ее приложений.,3,"",,221
21928,Владение основными понятиями теории меры и интеграла Лебега.,4,"",,11
21927,"Умение применять методы математического анализа к решению задач об изучении сходимости рядов, разложении в ряд и нахождении сумм числовых и степенных рядов.",2,"",,11
21926,Знание основных методов дифференциального и исчисления функций нескольких переменных; знание основных понятий и теорем математического анализа о рядах Фурье и преобразованиях Фурье.,0,"",,11
21925,Знание основных методов дифференциального и исчисления функций нескольких переменных; знание основных понятий и теорем математического анализа о рядах Фурье и преобразованиях Фурье,1,"",,11
21924,Основные методы дифференциального и исчисления функций нескольких переменных; основные понятия и теоремы математического анализа о рядах Фурье и преобразованиях Фурье.,1,"",,11
21923,Стеклообразное состояние вещества,2,"",,407
21922,Конденсированное состояние вещества,2,"",,407
21921,Межатомные взаимодействия и силы сцепления в твердых телах,2,"",,406
21920,Зонная энергетическая структура твердого тела,2,"",,406
21919,Свойства металлов согласно теории Друде и Зоммерфельда,2,"",,406
21918,Классическое и квантовое описание структуры металлов,2,"",,406
21917,Дефекты в кристаллах,7,"",,406
21916,Методы исследования кристаллов,2,"",,406
21914,Complex Calculations,2,"",,11
21913,Vector Analysis,7,"",,11
21912,Optical Materials Science,12,"",,223
21911,Wave Optics,7,"",,223
21910,Classical Electrodynamics,6,"",,20
21909,Длина когерентности,1,"",,223
21908,Условия синхронизма,4,"",,223
21907,Условия наблюдения нелинейных эффектов,3,"",,223
21906,Механизмы оптической нелинейности,4,"",,223
21905,Комплексные исчисления,2,"",,11
21904,Оптическое материаловедение,9,"",,117
21903,Исследовательский анализ данных,2,"",,14
21902,Программирование в среде разработки Python,11,"",,50
21901,Фундаментальное понимание Data Cleaning,2,"",,14
21900,Коммуникационные навыки,3,"",,30
21899,Молекулярная динамика и Монте-Карло,1,"",,20
21898,Основы программирования на Python,28,"",,50
21897,Навыки программирования на языке C/C++,7,"",,50
21896,Инновационные продукты,10,"",,21
21895,Экологическая агробиотехнология,5,"",,21
21894,Экологическая биотехнология,17,"",,21
21893,Методы и алгоритмы анализа акустических событий,4,"",,17
21892,Извлечение акустических признаков,2,"",,17
21891,Анализ акустических событий,2,"",,17
21890,Восстановление фазы из интенсивности,5,"",,223
21889,Управление процессом рассеяния с помощью цифровой голографии,3,"",,223
21888,Возможности аналоговой и цифровой голографии в решении современных практических задач,3,"",,223
21887,Основы интерферометрической обработки,3,"",,223
21886,Метод фазового сдвига,6,"",,223
21885,Основы голографии,4,"",,223
21884,Optical properties of hybrid structures based on plasmon nanoparticles and amorphous carbon,1,"",,20
21883,Features of the structure and optical properties of amorphous hydrogenated carbon,1,"",,20
21882,Features of the structure and optical properties of amorphous and polycrystalline indium tin oxide,1,"",,20
21881,Plasmon resonance control of metal nanoparticles in liquid crystal matrices,1,"",,20
21880,Luminescent properties of composites based on liquid crystals and nanoparticles,1,"",,20
21879,Structure and physical properties of nematic liquid crystals doped with nanoparticles,1,"",,20
21878,Deformation of a liquid crystal under the influence of an electric field,1,"",,20
21877,Structure and physical properties of nematic liquid crystals,1,"",,20
21876,Physics of semiconductor nanostructures,8,"",,20
21875,Nanoplasmonics,1,"",,20
21874,Physics of Thin Films,1,"",,20
21873,Birefringence,1,"",,20
21872,Crystallography,16,"",,20
21871,Spectral Analysis,10,"",,20
21870,Технология нановолокон,25,"",,117
21869,Математическое описание электромагнитных волн,1,"",,223
21868,Группы Ли и алгебры Ли,1,"",,11
21867,Теория представлений,4,"",,11
21866,Определение цели исследования в области химической кинетики,1,"",,24
21865,Разработка методов синтеза материалов,1,"",,24
21864,Методы анализа и синтеза при проведении исследовательских работ в области физической химии,8,"",,24
21863,Квантовая теория многих тел,1,"",,20
21862,Термодинамика,61,"",,20
21861,Работа с пакетом МАТЛАБ,14,"",,17
21860,Машинное обучение в физических задачах,4,"",,20
21859,Optical control,1,"",,223
21858,Design of optical instruments,7,"",,223
21857,Design of optical devices,19,"",,223
21856,Adjustment of optical instruments,35,"",,223
21855,Численные методы.,34,"",,20
21854,"После прослушивания курса обучающийся должен обладать знаниями о системности речевого поведения и роли, которую играет речь в организации целенаправленного поведения, о патологических нарушениях речевой деятельности и причинах их возникновения.",2,"",,278
21853,"Результатом освоения дисциплины должно стать формирование у обучающихся представлений о процессах речевосприятия и речеобразовании, функциях, речи как системообразующем факторе поведения;  способности свободно ориентироваться в потоке современной научной информации на русском и английском языке; профессионально представлять в форме научных публикаций и докладов результаты научно-исследовательских и производственно-технологических работ в области речевых технологий",0,"",,278
21852,С++ и UNIX системы,4,"",,17
21851,Линейные ускорители,2,"",,20
21850,Круговые ускорители,2,"",,20
21849,Импульсные последовательности и методы физического контрастирования в МРТ,1,"",,20
21848,Маркетинговые инструменты,29,"",,40
21847,Маркетинговые тренды,5,"",,40
21846,Маркетинговые технологии,6,"",,40
21845,Presentation,9,"",,30
21844,Fiber Optic Acoustic Sensing,0,"",,20
21843,Социальные группы,1,"",,29
21842,Оптические свойства гибридных структур на основе плазмонных наночастиц и аморфного углерода,1,"",,20
21841,Особенности структуры и оптических свойств аморфного гидрогенизированного углерода,1,"",,20
21840,Особенности структуры и оптических свойств аморфного и поликристаллического оксида индия олова,1,"",,20
21839,Управление плазмонным резонансом металлических наночастиц в жидкокристаллических матрицах,1,"",,20
21838,Люминесцентные свойства композитов на основе жидких кристаллов и наночастиц,0,"",,20
21837,Структура и физические свойства нематических жидких кристаллов допированных наночастицами,2,"",,20
21836,Деформация жидкого кристалла под действием электрического поля,1,"",,20
21835,Структура и физические свойства нематических жидких кристаллов,1,"",,20
21834,Физика тонких пленок,1,"",,20
21833,Двулучепреломление,1,"",,20
21832,Волоконно-оптические акустические измерения,5,"",,20
21830,Методы синтеза регуляторов,1,"",,34
21829,Методы анализа устойчивости систем,1,"",,34
21827,Процессы разделения сред,7,"",,25
21826,Microcontroller architecture,1,"",,17
21824,Microcontroller families,1,"",,17
21822,Юстировка оптических приборов,3,"",,77
21821,Optimization methods,4,"",,11
21820,Analytical optimization techniques,2,"",,11
21819,Computer optimization of optical systems,4,"",,17
21818,Сдвиг и расщепление собственных колебаний плазмонного типа в системе из двух наночастиц,2,"",,20
21817,Затухание плазменных колебаний,2,"",,20
21816,Частоты плазмонных резонансов в эллипсоидальных наночастицах,2,"",,20
21815,Соотношение между сечениями рассеяния и поглощения металлических наночастиц,2,"",,20
21814,Зависимость положения и добротности локализованного поверхностный плазмонного резонанса в сферической наночастице от свойств материала,2,"",,20
21813,Устройство и применение биосенсоров на основе поверхностного плазмонного резонанса (конфигурации Отто и Кречмана),2,"",,20
21812,Влияние диэлектрической постоянной окружающей среды на характеристики поверхностного плазмон-поляритона,2,"",,20
21811,Зависимость диэлектрической проницаемости металлов от частоты,2,"",,20
21810,Технологический бизнес,23,"",,283
21809,Техника и технологии,5,"",,283
21808,Основы проектирования состава и свойств новых пищевых продуктов специального назначения,1,"",,21
21805,Гидродинамика многофазных потоков,2,"",,20
21804,Психология,19,"",,29
21803,Менеджмент,24,"",,40
21802,Евклидова геометрия,1,"",,11
21801,Системы компьютерной алгебры,1,"",,17
21800,Моделирование в Wolfram Mathematica,2,"",,17
21799,Лазерная техника,28,"",,20
21798,Спектральный анализ,27,"",,20
21797,Комплексное исчисление,5,"",,11
21796,Оптика,48,"",,223
21795,Векторный анализ,22,"",,11
21794,Обратные задачи биофизики.,-1,"",,21
21793,Обществознание,10,"",,315
21792,Фотовольтаические технологии,1,"",,20
21791,Фотовольтаика,3,"",,20
21790,Фотовольтаические системы,2,"",,20
21788,Техника и технологии сжиженного природного газа,13,"",,352
21787,Черчение,5,"",,147
21786,"1.	Математическая статистика, аппроксимация, интерполяция",3,"",,11
21785,Техническая термодинамика,26,"",,352
21783,Моделирование оптических процессов,11,"",,20
21782,Процессы и аппараты защиты окружающей среды,5,"",,25
21781,Теория оптических сил,6,"",,20
21780,Теория Ми,8,"",,20
21779,Законы отражения и преломления электромагнитной волны на поверхности раздела двух сред,6,"",,20
21778,Образование каустической поверхности,6,"",,20
21777,CAD Software,5,"",,17
21776,Формула тонкой линзы,5,"",,20
21775,Закон Снеллиуса,-2,"",,20
21774,Педагогический дизайн электронного курса,7,"",,189
21773,Численные методы решения обратных задач,18,"",,11
21772,"Методы регистрации, обработки и анализа физиологических сигналов для измерения эмоций",4,"",,17
21769,Понимание функций эмоций в контексте автономных  систем и человеко-машинного взаимодействия,-1,"",,17
21768,Компьютерное моделирование эмоций,1,"",,17
21767,Технологии и инструменты для решения задач аффективных вычислений,2,"",,17
21766,Теория электрической связи,4,"",,33
21765,Высокомолекулярные соединения,9,"",,24
21764,Функциональная безопасность беспилотных транспортных средств,16,"",,35
21763,Нарративный дизайн,8,"",,17
21762,Применение на практике терминологического базиса аффективных вычислений,1,"",,17
21761,Digital electronics,3,"",,56
21760,Микробиология,40,"",,57
21759,Applied biochemistry and biotechnologies,0,"",,21
21758,Прикладная биохимия и биотехнологии,40,"",,21
21757,Термоэлектрические преобразователи энергии,3,"",,20
21756,Quantum physics,4,"",,20
21755,Отношения на множествах,8,"",,11
21754,Техническая защита информации,3,"",,180
21753,Ферментные препараты,34,"",,21
21752,Нейробиология,2,"",,57
21751,Методы анализа продуктов питания,8,"",,21
21750,Food Chemistry,8,"",,21
21749,Технологии и системы преобразования энергии,5,"",,49
21748,Системы автоматического управления,28,"",,34
21747,Condensed matter physics,10,"",,20
21746,Физика наноматериалов,16,"",,117
21745,Управление инвестициями,34,"",,40
21744,"Электрические цепи, программируемая цифровая электроника",11,"",,56
21743,Технология обработки материалов,19,"",,117
21742,Архитектура хранения данных,14,"",,17
21741,Пищевая химия,25,"",,24
21740,Интегрированный менеджмент,6,"",,36
21739,Супрамолекулярная химия,7,"",,24
21735,Биотехнология базовая,28,"",,21
21734,Аналитические инструменты начинающего исследователя,0,"",,37
21733,Автоматизация сетей связи пакетной коммутации,2,"",,33
21732,Scikit-Learn,1,"",,14
21731,Matplotlib,1,"",,14
21730,Data Virtualization,1,"",,14
21729,Data Cleansing,1,"",,14
21728,Pandas,1,"",,14
21727,Numpy,4,"",,14
21726,Python Programming,2,"",,50
21725,Applied Social Network Analysis in Python,2,"",,17
21724,Applied Machine Learning in Python,1,"",,14
21723,Charting & Data Representation in Python,1,"",,50
21722,Applied Plotting,1,"",,17
21721,Statistics,10,"",,11
21719,Programming on a Python development environment,3,"",,50
