id;description
15803;Дисциплина даёт представление о состояние современных тепловизионных системах, теоретических основах и физических процессах происходящих в них, а также о законах формирования и распространения теплового излучения, используемые оптические материалы и элементную базу инфракрасных систем, теоретические основы функционирования инфракрасных систем, закономерности преобразования инфракрасного излучения оптическими элементами тепловизионных систем, схемы современных тепловизионных систем.
15838;В данной дисциплине студеты изучат введение в зеленое строительство, научаться создавать модели стратегического развития территорий
15852;"Специальные разделы электротехники продолжают и развивают темы начатые в курсе ""Электротехника"" и ""Общая электротехника""."
16051;"В рамках дисциплины рассматриваются следующие вопросы тестирования человеко-ориентированных приложений: виды тестирования, место тестирования в жизненном цикле приложений. Будут рассмотрены основные понятия дисциплины, тестирование и законодательство РФ, виды тестирования, Test Suite, test case, bug report, требования к баг-репортам, стратегии тестирования и методы проектирования тестов, системы управления тестированием и баг-трекинговые системы, тестирование клиент-серверного взаимодействия, в том числе с использованием специализированного программного обеспечения, UI/UX-тестирование, соответствие приложений гайдлайнам мобильных операционных систем, настройка отчетов о сбоях в мобильных человеко-ориентированных системах и др. 
В ходе освоения дисциплины обучающимся предстоит научиться работать c таким программным обеспечением, как Jira, Postman, Katalon Studio, SeleniumIDE, Chrome devtools, Firebase Crashlytics и др."
16083;В дисциплине рассматриваются современные архитектурные паттерны и методы проектирования нагруженных информационных систем. Приобретаются практические навыки проектирования и реализации решений с микросервисной архитектурой, включая проектирование API, обеспечение синхронного и асинхронного обмена данными, использование брокеров сообщений и очередей.
16099;"В дисциплине ""Технология нововведений"" рассматривается комплекс организационных технологий, обеспечивающих инновационный процесс. Процесс реализации инноваций рассматривается как особого рода технологический процесс, анализируется понятие ""технология"" применительно к задаче реализации нововведений. Жизненный цикл инновационного проекта рассматривается с точки зрения различия технологий решения задач на разных этапах жизненного цикла. Анализируется стратегия нововведений в рыночных условиях. С позиций управления инновациями рассматриваются взаимоотношение рынка и нововведений, рынок нововведений, критерии выбора инновационных стратегий и технологий, основные категории нововведений: нововведения в области продукта, нововведения в области производственных процессов развития продукта, нововведения в области бизнес-процедур, комплексные нововведения в области всего жизненного цикла продукта. С использованием практического опыта анализируются ключевые факторы успеха нововведений и типовые ошибки. Изучается взаимосвязь стратегии управления нововведениями и конкурентоспособности предприятия. Анализируются общие подходы к организации инновационной деятельности, при этом основной упор сделан на формирование системных взглядов на структуру и содержание деятельности по управлению инновациями. Рассматриваются также подходы к организации инновационного консалтинга, трансфера технологий в инновационной сфере и другие инновационные технологии."
16481;В рамках изучения дисциплины рассматривается процесс разработки программного обеспечения (ПО) - его основные этапы, модели жизненного цикла ПО, основные роли в проекте по разработке ПО. Основной фокус курса - это процесс тестирования ПО . Большое внимание уделяется основам анализа требований к ПО, разработке тест-кейсов и их выполнению (в т.ч. созданию отчетов о найденных дефектах ПО), а также основам тестирования ПО и обеспечения качества ПО. Данный курс поможет слушателям приобрести основные начальные знания и навыки для создания более качественного кода, для участия в процессе тестирования и контроле качества ПО, для понимания целей и задач проектов по разработке ПО. Все подходы, практики, рассматриваемые в данном курсе, имеют исключительно практическое применение.
16512;В курсе будут рассмотрены основные понятия системного анализа и теории принятия решений на уровне решения задач в условиях неопределенности. Представлены примеры математического моделирования систем и процессов, а также примеры решения практических задач.
16512;В курсе будут рассмотрены основные понятия системного анализа и теории принятия решений на уровне решения задач в условиях неопределенности. Представлены примеры математического моделирования систем и процессов, а также примеры решения практических задач.
16568;"Производственная, преддипломная практика проводится в 8 семестре.
Способ проведения практики: Стационарная или выездная. Проводится в Университете ИТМО или в профильной организации, расположенной на территории Санкт-Петербурга или вне г. Санкт-Петербург соответственно, по согласованию с руководителем ОП.  
Практика проводится в следующей форме: Выделенная практика, организованная путем выделения в календарном учебном графике и учебном плане непрерывного периода времени для проведения практики.
Практика для обучающихся с ограниченными возможностями здоровья и инвалидов проводится с учетом особенностей их психофизического развития, индивидуальных возможностей и состояния здоровья."
16647;Преддипломная практика выполняется всеми студентами в течение последнего семестра обучения
16648;Учебная, ознакомительная практика - необходимая часть образовательного процесса, в ходе которой студент учится выполнять исследовательскую задачу, выданную руководителем
16649;Подготовка к защите и защита ВКР - заключительная часть обучения на образовательной программе бакалавриата
16664;"Целью государственной итоговой аттестации (далее ГИА) является определение уровня соответствия результатов освоения обучающимися основной образовательной программы Биотехнология 19.03.01 Биотехнология требованиям образовательного стандарта (ОС) Университета ИТМО. 
Программа государственной итоговой аттестации составлена в соответствии с требованиями следующих нормативных документов: 
- Образовательный стандарт (ОС) Университета ИТМО   
- Положение о ВКР ИТМО 
- Требования к ВКР ИТМО 
- Регламент работы ГЭК при проведении ГИА 
- Положением о проверке ВКР  в системе “Антиплагиат”
Государственная итоговая аттестации обучающихся проводится в форме защиты выпускной квалификационной работы (ВКР). ВКР представляет собой самостоятельно выполненную обучающимся работу, демонстрирующую уровень подготовленности обучающегося к самостоятельной профессиональной деятельности по направлению подготовки."
16806;Преддипломная практика выполняется всеми студентами в течение последнего семестра обучения
17489;Дисциплина включает теоретическое изучение и применение на практике подходов к анализу текстовых данных для систем информационного поиска. Разбирается архитектура систем информационного поиска и классические задачи, решаемые подобными системами: исправление поискового запроса, поиск релевантных документов, ранжирование. Затрагиваются вопросы формирования рекомендаций.
17506;"Курс ""Электротехника"" посвящен изучению физических принципов функционирования компонентов электрических цепей; освоению методов анализа электрических цепей постоянного и переменного тока в статических и переходных режимах работы; анализу электрических сигналов различных типов; исследованию свойств и характеристик реальных электронных схем и устройств."
17506;"Курс ""Электротехника"" посвящен изучению физических принципов функционирования компонентов электрических цепей; освоению методов анализа электрических цепей постоянного и переменного тока в статических и переходных режимах работы; анализу электрических сигналов различных типов; исследованию свойств и характеристик реальных электронных схем и устройств."
17555;"Дисциплина «Конструирование оптических приборов» охватывает круг вопросов, связанных с изучением методов, принципов и правил проектирования и конструирования типовой элементной базы оптико-электронных приборов; способами их параметрических и точностных расчетов; методами повышения показателей качества оптических приборов при проектировании, применение САПР при конструировании."
17581;Учебный курс «Электроника» рассматривает современные тенденции в области электроники. В данном курсе студенты изучат основы полупроводниковых и оптоэлектронных устройств на примере современных девайсов. В данном курсе рассматриваются вопросы которые являются теоретической базой многих технических дисциплин. В ходе курса будут изучены основные физические процессы, протекающие в полупроводниковых и оптоэлектронных приборах. Курс составляет базу для последующего изучения ряда общих и специальных дисциплин.
17581;Учебный курс «Электроника» рассматривает современные тенденции в области электроники. В данном курсе студенты изучат основы полупроводниковых и оптоэлектронных устройств на примере современных девайсов. В данном курсе рассматриваются вопросы которые являются теоретической базой многих технических дисциплин. В ходе курса будут изучены основные физические процессы, протекающие в полупроводниковых и оптоэлектронных приборах. Курс составляет базу для последующего изучения ряда общих и специальных дисциплин.
17602;"Дисциплина знакомит студентов с современными оптико-цифровыми системами (ОЦС), принципами комплексного научного подхода к проектированию и эксплуатации ОЦС специального назначения с учетом перспектив их развития и модернизации. Обучающиеся знакомятся современными достижениями в области оптико-цифровых и, в том числе, видеоинформационных технологий. Дисциплина нацелена на формирование  творческого  подхода у обучающихся при  реализации  задач по проектированию и эксплуатации ОЦС; умений реализовывать  перспективные линии  профессионального саморазвития  с  учетом инновационных  тенденций  развития оптико-электронного приборостроения."
17644;Глубинные генеративные модели широко используются во многих областях применения искусственного интеллекта и машинного обучения. В этом курсе мы рассмотрим современные архитектуры генеративных моделей и алгоритмы их обучения. На семинарах будут разобраны индустриальные примеры приложения генеративных моделей, включая вариационные автоэнкодеры (VAE), генеративные состязательные сети (GAN), авторегрессионные модели и модели нормализующих потоков. На курсе также будут приведены области знания, которые выигрывают от применения генеративных моделей в настоящее время и могут выиграть в будущем. Задания на семинарах продиктованы известными приложениями генеративных моделей в науке и индустрии.
18060;Студенты узнают основы машинного обучения, изучат алгоритмы и модели. В рамках раскрываются основные принципы построения механизмов, в основе которых лежат модели машинного обучения
18170;"В результате освоения дисциплины магистрант приобретет:
Знания: передовые исследования и практики в области организации службы ИБ (практики лучших компаний отрасли, новейшие стандарты).
Умения: производить поиск информации по передовым исследованиям и практикам в области организации службы ИБ.
Навыки: способность определять приоритеты своей деятельности в области организации службы ИБ
с учетом тенденций развития систем защиты информации, цифровой экономики и концептуальных документов РФ, передового опыта зарубежных стран."
18241;Курс Элементы робототехники посвящен изучению базовых понятий робототехнических систем. Все робототехнические системы содержат в своем составе управляемые элементы и вычислительные модули. Главная задача дисциплины - научить студентов навыкам работы с вычислительными элементам робототехнических устройств. Кроме того, студентам даются знания что такое микроконтроллеры, как они работают, какие периферийные устройства у них есть, как они могут быть подключены к другим устройствам и как они могут взаимодействовать с ними, и как они могут быть запрограммированы на низком уровне при помощи языка C.
18330;The main purpose of studying the discipline is to develop undergraduate skills in the use of digital technologies to improve the efficiency of the knowledge management system in the electronic environment, plan and implement research programs, evaluate the economic effect of the commercialization of innovations, evaluate intangible assets and implement intellectual property protection strategies.
18335;Рассматриваются этапы построения системы сбалансированных показателей, включая разработку стратегии организации, формулировку основных целей, ключевых показателей и их целевых значений, построение стратегических карт. Детально представлены процедуры и этапы разработки системы сбалансированных показателей в инструментальной среде Business Studio.
18336;В рамках дисциплины предусмотрено изучение теоретических аспектов управления инвестициями в IT-проекты, а также получение практических навыков определения необходимого для проекта объема инвестиций и расчет эффективности проекта.
18336;В рамках дисциплины предусмотрено изучение теоретических аспектов управления инвестициями в IT-проекты, а также получение практических навыков определения необходимого для проекта объема инвестиций и расчет эффективности проекта.
18423;"Дисциплина ""Английский язык для професиональных целей"" для студентов ОП 12.04.01, 13.04.02, 16.04.01
Целью освоения дисциплины является достижение следующих результатов обучения: - Знание основ построения основных жанров письменных текстов академической и деловой сферы. - Знание норм композиционного, стилистического и технического оформления письменного текста на иностранном языке. - Умение использовать различные формы и виды письменной коммуникации на иностранном языке в ситуациях профессионального общения. - Умение четко и ясно излагать свою точку зрения на иностранном языке в письменной форме. - Знание основных понятий и терминологии своей профессиональной области на иностранном языке в объеме, позволяющем осуществлять эффективную коммуникацию на иностранном языке. - Знание технологий подготовки устных сообщений и докладов на иностранном языке. - Знание правил ведения публичной речи, дискуссии и полемики. - Знание речевых стратегий и тактик предъявления информации по теме научного исследования на иностранном языке. - Умение пользоваться иностранным языком как средством профессионального общения. - Умение максимально точно и адекватно извлекать основную информацию из услышанного"
18424;"Производственная, преддипломная практика - ОП ""Световодная фотоника и программируемая электроника"""
18451;Цель освоения дисциплины: Получение навыков написания отчета, по которому в дальнейшем планируется создание статьи на русском и/или иностранном языках по результатам исследований в рамках научно-исследовательской работы
18961;В рамках дисциплины студенты рассмотрят реальные бизнес-модели технологических компаний, проанализируют размеры технологических рынков в динамике, примеры свежих сделок и объемы инвестиций, M&A и IPO, географическую структуру и глобальные тренды в сферах: ИКТ, Life Sciences, Agritech, Cleantech, Транспорт, Creative Technologies, Emerging Technologies. В ходе практических занятий студентам предстоит сформировать проектные команды, создать эффективные бизнес-модели своих технологических бизнес-проектов. Промежуточная аттестация по дисциплине пройдет в формате деловой игры, на которой студенты смогут проверить свои навыки выбора бизнес-модели для технологичного проекта.
18961;В рамках дисциплины студенты рассмотрят реальные бизнес-модели технологических компаний, проанализируют размеры технологических рынков в динамике, примеры свежих сделок и объемы инвестиций, M&A и IPO, географическую структуру и глобальные тренды в сферах: ИКТ, Life Sciences, Agritech, Cleantech, Транспорт, Creative Technologies, Emerging Technologies. В ходе практических занятий студентам предстоит сформировать проектные команды, создать эффективные бизнес-модели своих технологических бизнес-проектов. Промежуточная аттестация по дисциплине пройдет в формате деловой игры, на которой студенты смогут проверить свои навыки выбора бизнес-модели для технологичного проекта
18988;Экономика замкнутого цикла - это экономика, основанная на возможности возобновления ресурсов, использования отходов одних производств в качестве сырья для других, является альтернативой линейной экономике. В данном курсе изучается история экономики замкнутого цикла, основные принципы, бизнес-модели.
19003;В рамках дисциплины рассматривается процессы развития и функционирования организмов на языке молекул, взаимоотношения между живыми системами одного и разных уровней организации с использованием химических веществ, и формирование ответной реакции организмов на действие химических факторов внешней по отношению к ним среды. Также будут рассмотрены основы биохимии, такие как термодинамика стабильности белков, высокоэнергетические соединения, липиды и мембраны, химический состав клетки, гликолиз, катаболизм и анаболизм.
19004;Содержание дисциплины охватывает круг вопросов, связанных с анализом химических процессов, происходящих в объектах окружающей среды.
19006;"Дисциплина ""Экомониторинг"" сформирует у студентов четкое представление о понятии ""экологический мониторинг"", позволит расширить знания в области современного природопользования и вопросах влияния деятельности промышленных предприятий на объекты окружающей среды. Кроме того, студенты познакомятся с основами экономики природопользования, инженерными и организационными мероприятиями, направленными на снижение антропогенной нагрузки на окружающую среду."
19044;"Научно-исследовательский семинар предваряет практику для студентов 2 года обучения, служит подготовкой для практики, которая запланирована на 4 семестр.
На данном семинаре бакалавры будут учиться готовить, писать и представлять свою научную работу"
19153;Дисциплина изучает облачные технологии. Рассматривается архитектура и особенности Private cloud (частное облако ), Public cloud (публичное облако), Hybrid cloud (гибридное облако), Community cloud  (общественное облако). Рассматривается понятия виртуализации, облачных вычислений, гипервизоров. Осуществляется работа с облачными системами AWS и Microsoft Azure
19286;"В рамках дисциплины ""Устройства генерирования, формирования, приема и обработки сигналов"" студенты получат представление о назначениях, функциях, свойствах, приемников и передатчиков сигналов, представлениях о физических процессах, происходящих в них. К таким устройствам относятся: усилители, генераторы, синтезаторы частот, преобразователи частоты, малошумящие усилители, модуляторы, детекторы."
19287;"Дисциплина ""Оптические явления в полупроводниках"" посвящена изучению оптических явлений разного рода, имеющих место в полупроводниковых материалах. Также в курсе будут рассмотрены технологии получения, свойств и применению различных полупроводников, составляющих основу материальной базы современной оптоэлектроники, микроэлектроники и сенсорики."
19288;"В рамках дисциплины ""Основы передачи данных"" студенты получат представление о базовых понятиях передачи данных и цифровых каналах связи; о  различных системах передачи информации, их устройстве и архитектуре. Также познакомятся с такими понятиями как затухание сигнала, полосы пропускания, помехоустойчивость и прочие характеристики передачи данных."
19317;"Курс ""Основы электротехники"" посвящен изучению физических принципов функционирования компонентов электрических цепей; освоению методов анализа электрических цепей постоянного и переменного тока в статических и переходных режимах работы; анализу электрических сигналов различных типов; исследованию свойств и характеристик реальных электронных схем и устройств."
19320;"Дисциплина «Проектирование оптико-электронных приборов» охватывает круг вопросов, связанных с изучением методов, принципов и правил проектирования и конструирования типовой элементной базы оптико-электронных приборов; способами их параметрических и точностных расчетов; методами повышения показателей качества оптических приборов при проектировании, применение САПР при конструировании."
19321;"Дисциплина «Конструирование оптических приборов» охватывает круг вопросов, связанных с изучением методов, принципов и правил проектирования и конструирования типовой элементной базы оптико-электронных приборов; способами их параметрических и точностных расчетов; методами повышения показателей качества оптических приборов при проектировании, применение САПР при конструировании."
19365;Функциональный анализ, как результат обобщения линейной алгебры и математического анализа, на бесконечномерные пространства, является необходимым инструментом многих современных подходов. Цель курса - предоставить основные определения и теоремы теории функций и ознакомить с алгоритмами решения прикладных задач.
19367;Проблема поиска экстремального значения функции или функционала исторически тянется ещё с древнейших времен. За долгие годы математики и физики вывели множество разнообразных подходов, которые не теряют актуальности по сегодняшний день. Цель курса - предоставить теоретические знания и основные методы решения задач вариационного исчисления.
19430;"Курс ""Основы электротехники"" посвящен изучению физических принципов функционирования компонентов электрических цепей; освоению методов анализа электрических цепей постоянного и переменного тока в статических и переходных режимах работы; анализу электрических сигналов различных типов; исследованию свойств и характеристик реальных электронных схем и устройств."
19490;"The purpose of the discipline is to provide students with knowledge, skills and awareness of a systematic approach to cognition of the surrounding world and the creation of materials that chemically ""talk“ with living cells and microorganisms; substantiation of an interdisciplinary, synergetic approach; reproducibility of self-organizing ""smart"" technologies, diffusion-limited growth models, percolation theory and adaptive evolution"
19490;"The purpose of the discipline is to provide students with knowledge, skills and awareness of a systematic approach to cognition of the surrounding world and the creation of materials that chemically ""talk“ with living cells and microorganisms; substantiation of an interdisciplinary, synergetic approach; reproducibility of self-organizing ""smart"" technologies, diffusion-limited growth models, percolation theory and adaptive evolution"
19527;"Коллоидная химия изучает строение и характерные свойства дисперсных систем, протекающие в таких системах физико-химические процессы, а также закономерности поверхностных явлений. 
 Наиболее важной задачей Коллоидной химии является разработка теоретических основ управления процессами образования, разрушения, устойчивости дисперсных систем, получения дисперсных систем с заданными структурой и свойст"
19527;"Коллоидная химия изучает строение и характерные свойства дисперсных систем, протекающие в таких системах физико-химические процессы, а также закономерности поверхностных явлений. 
Наиболее важной задачей Коллоидной химии является разработка теоретических основ управления процессами образования, разрушения, устойчивости дисперсных систем, получения дисперсных систем с заданными структурой и свойствами. Управление коллоидно-химическими процессами для дисперсных систем различной природы –золей, гелей, суспензий, пен, эмульсий, аэрозолей и др. – осуществляется регулированием межмолекулярных взаимодействий на границах раздела фаз главным образом путём использования низко-и высокомолекулярных поверхностно-активных веществ (ПАВ) и электролитов."
19578;Функциональный анализ, как результат обобщения линейной алгебры и математического анализа, на бесконечномерные пространства, является необходимым инструментом многих современных подходов. Цель курса - предоставить основные определения и теоремы теории функций и ознакомить с алгоритмами решения прикладных задач.
19609;Знания: типовые уравнения колебательных систем и их решение.Умения: составлять математические модели простейших механических систем.Навыки: владеть методами анализа колебательных систем, в том числе с использованием пакетов прикладных программ
19612;современные пакеты прикладных программ для проведения расчетов на основе применения численных методов, моделирование физических процессов, описываемых обыкновенными дифференциальными уравнениями.
19651;"Курс направлен на изучение принципов работы и характеристик полупроводниковых преобразователей в составе энергетической подсистемы. В ходе изучения данного курса студенты получают знания: 
• об устройстве и принципах работы преобразователей выпрямителей и инверторов; 
• о системах импульсно-фазового управления, широтно-импульсных преобразователях, вентильных преобразователях частоты, активных корректирующих устройствах и регуляторах координат электропривода; 
• об основных методах анализа энергетической эффективности устройств силовой преобразовательной техники; 
• о методах анализа и модельного исследования электропривода с различными типами силовых преобразователей и электродвигателей."
